,time,moving,distance,gap_distance,watts,watts_calc,heartrate,cadence,velocity_smooth,pace,gap,lat,lng,temp,altitude,altitude_smooth,grade_smooth,distance_calc(m),gps_delta(m),weight_bike_rider_50,weight_bike_rider_60,weight_bike_rider_70,weight_bike_rider_80,weight_bike_rider_90,weight_bike_rider_100,weight_bike_rider_110,weight_bike_rider_120,speed_from_sensor(m/s),speed_from_gps(m/s),wind_resistance_sensor(N),wind_resistance_gps(N),accel_sensor(m2/s),accel_gps(m2/s)
1733,1733,   true,19132.0,19351.4,83,203,158,83,10.0,0.0997008973080765,0.0975609756097561,51.238901,-0.268127,11,75.6,71.62580645161297,0.0,19119.264297537065,9.774926011056312,50,60,70,80,90,100,110,120,9.799999999999272,9.774926011057687,32.3883269555952,32.22280335587529,0.0,-0.106467439156404
1734,1734,   true,19142.2,19361.4,83,259,157,63,10.0,0.1000909918107357,0.09930486593843026,51.238963,-0.268021,11,75.6,71.83870967741943,-1.0,19129.362952813182,10.098655276115112,50,60,70,80,90,100,110,120,10.200000000000728,10.098655276116915,35.08623007560501,34.39247723345304,0.4000000000014552,0.32372926505922806
1735,1735,   true,19152.2,19371.2,0,36,157,0,10.0,0.10036496350364764,0.0995475113122172,51.239025,-0.267917,11,75.4,72.03870967741943,-1.5,19139.36031240703,9.99735959384569,50,60,70,80,90,100,110,120,10.0,9.99735959384634,33.723789000000004,33.7059824511364,-0.2000000000007276,-0.10129568227057462
1736,1736,   true,19162.4,19381.1,0,80,156,0,10.0,0.10064043915827728,0.1004566210045662,51.239086,-0.267808,11,75.2,72.22580645161298,-1.5,19149.538114851206,10.17780244417795,50,60,70,80,90,100,110,120,10.200000000000728,10.17780244417736,35.08623007560501,34.93368476279497,0.2000000000007276,0.18044285033101914
1737,1737,   true,19172.4,19391.0,0,36,155,0,10.0,0.10110294117647126,0.10110294117646787,51.239155,-0.267714,11,75.0,72.40000000000008,-1.0,19159.6222183217,10.084103470493869,50,60,70,80,90,100,110,120,10.0,10.084103470493574,33.723789000000004,34.29343195500168,-0.2000000000007276,-0.09369897368378588
1738,1738,   true,19182.3,19400.8,264,200,155,72,10.1,0.10110294117647126,0.10082493125572667,51.239228000000004,-0.267635,11,75.0,72.57419354838717,-0.5,19169.427095187246,9.804876865545184,50,60,70,80,90,100,110,120,9.899999999997817,9.804876865546248,33.052685598885425,32.42057038779841,-0.10000000000218279,-0.27922660494732554
1739,1739,   true,19191.9,19410.5,323,167,155,83,9.9,0.10082493125573004,0.09980039920159972,51.239307000000004,-0.26758000000000004,11,75.0,72.74838709677428,0.5,19179.009677785827,9.582582598580034,50,60,70,80,90,100,110,120,9.600000000002183,9.582582598581212,31.079843942414136,30.96716914095454,-0.2999999999956344,-0.2222942669650365
1740,1740,   true,19201.7,19420.3,253,219,155,82,9.9,0.10119595216191284,0.09910802775024992,51.239391,-0.26753499999999997,11,75.0,72.91612903225814,0.5,19188.861399200407,9.851721414580744,50,60,70,80,90,100,110,120,9.799999999999272,9.851721414579515,32.3883269555952,32.731100548397336,0.19999999999708962,0.26913881599830347
1741,1741,   true,19211.4,19430.2,248,351,155,82,9.8,0.10119595216191284,0.09842519685039157,51.239473,-0.267489,11,75.2,73.09032258064522,1.0,19198.52537576197,9.663976561561663,50,60,70,80,90,100,110,120,9.700000000000728,9.663976561561867,31.730713070104763,31.49547041333566,-0.09999999999854481,-0.18774485301764798
1742,1742,   true,19221.2,19440.4,311,211,154,82,9.8,0.10138248847926268,0.09803921568627452,51.239556,-0.267441,11,75.2,73.26451612903232,1.5,19208.340854474074,9.815478712107286,50,60,70,80,90,100,110,120,9.799999999999272,9.815478712105687,32.3883269555952,32.4907199155289,0.09999999999854481,0.15150215054381988
1743,1743,   true,19231.0,19450.7,365,365,154,87,9.7,0.10147601476014964,0.09737098344693212,51.239637,-0.267385,11,75.4,73.44516129032263,2.0,19218.155139821414,9.814285347339302,50,60,70,80,90,100,110,120,9.799999999999272,9.814285347340046,32.3883269555952,32.482819959863114,0.0,-0.001193364765640581
1744,1744,   true,19241.1,19461.6,351,406,154,88,9.8,0.10156971375808008,0.09680542110358248,51.239719,-0.26732399999999995,11,75.6,73.63225806451618,2.5,19228.213499137597,10.058359316181381,50,60,70,80,90,100,110,120,10.099999999998545,10.05835931618276,34.40163715889009,34.11855702113208,0.2999999999992724,0.24407396884271293
1745,1745,   true,19250.9,19472.1,361,501,155,88,9.8,0.10128913443830707,0.0959692898272546,51.239796000000005,-0.267253,11,76.0,73.82580645161295,2.5,19238.099749820973,9.88625068337556,50,60,70,80,90,100,110,120,9.80000000000291,9.886250683375692,32.38832695561924,32.96094089916008,-0.2999999999956344,-0.1721086328070669
1746,1746,   true,19260.9,19482.7,348,392,154,89,9.9,0.10138248847926268,0.09541984732824492,51.239871,-0.267175,11,76.2,74.01935483870972,2.0,19248.051319726055,9.951569905081845,50,60,70,80,90,100,110,120,10.0,9.951569905082579,33.723789000000004,33.3979307222854,0.19999999999708962,0.06531922170688631
1747,1747,   true,19270.9,19493.0,240,376,155,89,9.9,0.1016635859519436,0.09541984732824492,51.239948,-0.2671,11,76.4,74.21935483870973,1.5,19258.07967864737,10.028358921313409,50,60,70,80,90,100,110,120,10.0,10.028358921314066,33.723789000000004,33.91533427202744,0.0,0.07678901623148704
1748,1748,   true,19280.8,19503.5,278,200,155,88,10.0,0.10309278350515393,0.09652509652509787,51.240021,-0.26702,11,76.4,74.4129032258065,2.0,19267.9237181523,9.844039504929695,50,60,70,80,90,100,110,120,9.899999999997817,9.844039504929242,33.052685598885425,32.68007609955859,-0.10000000000218279,-0.18431941638482385
1749,1749,   true,19290.6,19513.8,266,356,155,87,9.9,0.10486177311725307,0.09842519685039157,51.240093,-0.266939,11,76.6,74.60000000000005,2.0,19277.716186021844,9.792467869544929,50,60,70,80,90,100,110,120,9.799999999999272,9.792467869545362,32.3883269555952,32.33855974039172,-0.09999999999854481,-0.051571635383879766
1750,1750,   true,19300.5,19524.5,172,540,155,86,9.9,0.10805500982317964,0.10054844606946847,51.240168,-0.266863,11,77.0,74.78709677419359,2.6,19287.592457682484,9.876271660639652,50,60,70,80,90,100,110,120,9.900000000001455,9.876271660639759,33.05268559890972,32.894433992366885,0.10000000000218279,0.08380379109439673
1751,1751,   true,19310.2,19535.0,76,343,155,51,9.9,0.11396011396011475,0.10426540284360188,51.240246,-0.266798,11,77.2,74.97419354838712,2.7,19297.375068805628,9.782611123143738,50,60,70,80,90,100,110,120,9.700000000000728,9.782611123144306,31.730713070104763,32.27349083969587,-0.2000000000007276,-0.09366053749545245
1752,1752,   true,19319.6,19545.2,76,318,155,0,9.7,0.11730205278592458,0.1070038910505844,51.240324,-0.26674899999999996,11,77.4,75.14838709677423,2.8,19306.69494288683,9.319874081199595,50,60,70,80,90,100,110,120,9.399999999997817,9.319874081200396,29.798339960386162,29.292500961720094,-0.3000000000029104,-0.4627370419439103
1753,1753,   true,19327.9,19554.3,78,202,155,60,9.4,0.12,0.10967098703888416,51.240399,-0.26673600000000003,11,77.6,75.32258064516134,3.1,19315.083521323508,8.388578436677996,50,60,70,80,90,100,110,120,8.30000000000291,8.388578436679381,23.232318242116296,23.730839542026136,-1.0999999999949068,-0.9312956445210148
1754,1754,   true,19335.9,19563.2,345,417,156,75,9.1,0.11992619926199505,0.11090573012938927,51.24047,-0.266748,11,78.0,75.49677419354845,3.4,19323.02243402366,7.938912700153983,50,60,70,80,90,100,110,120,8.0,7.938912700152287,21.583224960000003,21.254868182835434,-0.3000000000029104,-0.44966573652709485
1755,1755,   true,19342.9,19571.0,309,164,156,74,8.5,0.12115563839701853,0.10999083409715638,51.24053,-0.266778,11,78.2,75.67096774193551,3.5,19330.01335719255,6.990923168891201,50,60,70,80,90,100,110,120,7.0,6.990923168890731,16.52465661,16.48182967544985,-1.0,-0.9479895312615554
1756,1756,   true,19348.9,19577.6,335,138,156,73,7.7,0.12218045112781788,0.10928961748633953,51.240573,-0.266831,11,78.4,75.84516129032262,2.9,19336.05274953654,6.0393923439866946,50,60,70,80,90,100,110,120,6.0,6.039392343987856,12.140564040000001,12.3005024428006,-1.0,-0.9515308249028749
1757,1757,   true,19356.2,19585.5,390,363,156,73,7.3,0.12333965844402107,0.1084010840108394,51.240615999999996,-0.266912,11,78.6,76.01290322580648,2.9,19343.445766807716,7.393017271178844,50,60,70,80,90,100,110,120,7.299999999999272,7.3930172711770865,17.97140715809642,18.432311656740985,1.2999999999992724,1.3536249271892302
1758,1758,   true,19363.2,19593.3,567,222,156,72,7.1,0.12536162005785834,0.10945273631840796,51.240649,-0.266998,11,78.8,76.17419354838712,3.3,19350.467607030096,7.021840222379049,50,60,70,80,90,100,110,120,7.0,7.0218402223799785,16.52465661,16.62793237806887,-0.2999999999992724,-0.371177048797108
1759,1759,   true,19370.9,19601.9,496,327,156,75,7.0,0.12682926829268293,0.10858835143139267,51.24067,-0.267102,11,79.0,76.32258064516131,3.8,19358.074686006687,7.6070789765901825,50,60,70,80,90,100,110,120,7.700000000000728,7.607078976590856,19.99483449810378,19.515164372793315,0.7000000000007276,0.5852387542108772
1760,1760,   true,19379.3,19611.7,565,516,157,77,7.3,0.12392755004766699,0.10816125860373572,51.240693,-0.267217,11,79.4,76.47096774193552,4.7,19366.478840225733,8.404154219045733,50,60,70,80,90,100,110,120,8.399999999997817,8.404154219046177,23.795505518387635,23.819047467399265,0.6999999999970896,0.7970752424553211
1761,1761,   true,19388.1,19622.9,466,509,157,77,7.8,0.12369172216936425,0.10377358490566037,51.240709,-0.267341,11,79.8,76.61935483870971,6.9,19375.292361303116,8.813521077385026,50,60,70,80,90,100,110,120,8.799999999999272,8.813521077383484,26.115702201595685,26.196016680362828,0.4000000000014552,0.40936685833730735
1762,1762,   true,19397.0,19634.3,426,650,157,76,8.2,0.11976047904191965,0.09920634920634992,51.240721,-0.267467,11,80.4,76.78064516129038,6.9,19384.16458367718,8.872222374061282,50,60,70,80,90,100,110,120,8.900000000001455,8.872222374062403,26.712613266908736,26.546128988781316,0.10000000000218279,0.05870129667891888
1763,1763,   true,19405.9,19645.7,523,961,158,75,8.5,0.11881188118811882,0.09775171065493717,51.240742,-0.26758899999999997,11,81.4,76.9677419354839,7.1,19392.97260265941,8.808018982230353,50,60,70,80,90,100,110,120,8.900000000001455,8.80801898223217,26.712613266908736,26.163319649174397,0.0,-0.06420339183023316
1764,1764,   true,19413.9,19655.6,490,368,159,76,8.6,0.11730205278592458,0.0969932104752681,51.240756,-0.267702,11,81.8,77.16774193548392,6.1,19400.991487202613,8.018884543201395,50,60,70,80,90,100,110,120,8.0,8.018884543202148,21.583224960000003,21.685242563840006,-0.9000000000014552,-0.7891344390300219
1765,1765,   true,19422.1,19664.9,341,466,160,75,8.6,0.1175318315377098,0.09746588693957252,51.240762,-0.26781900000000003,11,82.2,77.38064516129037,4.0,19409.163546233456,8.172059030844819,50,60,70,80,90,100,110,120,8.19999999999709,8.17205903084323,22.675875723583907,22.521605847343498,0.19999999999708962,0.15317448764108121
1766,1766,   true,19432.8,19677.0,352,787,160,72,8.9,0.11684518013631855,0.09927797833935084,51.240763,-0.267972,11,82.6,77.61290322580649,4.0,19419.814991382656,10.651445149201436,50,60,70,80,90,100,110,120,10.700000000000728,10.651445149200299,38.610366026105254,38.26074603095961,2.500000000003638,2.47938611835707
1767,1767,   true,19441.0,19686.3,354,82,161,71,8.8,0.1166180758017476,0.10054844606947183,51.240763,-0.26809099999999997,11,82.8,77.85806451612909,4.0,19428.098997192184,8.28400580952892,50,60,70,80,90,100,110,120,8.200000000000728,8.284005809528026,22.675875723604026,23.142866651336405,-2.5,-2.3674393396722735
1768,1768,   true,19449.1,19695.6,388,438,162,69,8.6,0.11684518013631855,0.1022304832713734,51.240763,-0.26820700000000003,11,83.2,78.12258064516135,4.3,19436.174162519128,8.075165326943706,50,60,70,80,90,100,110,120,8.099999999998545,8.075165326943534,22.12617796289205,21.990707835678972,-0.10000000000218279,-0.20884048258449184
1769,1769,   true,19457.2,19705.0,413,446,163,69,8.7,0.11661807580175175,0.10466222645100053,51.240759000000004,-0.268323,11,83.6,78.40000000000005,4.4,19444.261568142363,8.08740562323418,50,60,70,80,90,100,110,120,8.100000000002183,8.0874056232351,22.126177962911925,22.057425178063436,3.637978807091713e-12,0.012240296291565755
1770,1770,   true,19465.5,19714.3,371,471,163,70,8.7,0.11527377521613995,0.10546500479386092,51.240744,-0.268439,11,84.0,78.6903225806452,3.6,19452.50719109017,8.245622947808087,50,60,70,80,90,100,110,120,8.299999999999272,8.245622947808442,23.23231824209593,22.92890456967532,0.19999999999708962,0.15821732457334292
1771,1771,   true,19473.0,19722.5,322,197,164,72,8.0,0.11450381679388995,0.10556621880998376,51.240725,-0.268542,11,84.2,78.98709677419359,3.0,19459.982162894277,7.474971804105835,50,60,70,80,90,100,110,120,7.5,7.474971804105735,18.969631312500002,18.843235722277225,-0.7999999999992724,-0.7706511437027075
1772,1772,   true,19482.0,19732.3,264,447,164,76,8.2,0.11616650532429902,0.1091269841269849,51.240693,-0.26866100000000004,11,84.4,79.28387096774199,2.9,19468.99803603911,9.015873144831353,50,60,70,80,90,100,110,120,9.0,9.015873144831858,27.316269090000002,27.41270852502862,1.5,1.5409013407261227
1773,1773,   true,19491.0,19741.9,72,323,165,50,8.4,0.11494252873563054,0.10934393638170738,51.240668,-0.268784,11,84.6,79.5870967741936,2.2,19478.000462122734,9.002426083626125,50,60,70,80,90,100,110,120,9.0,9.002426083625323,27.316269090000002,27.330998086752167,0.0,-0.013447061206534272
1774,1774,   true,19499.7,19750.8,72,446,164,44,8.5,0.11331444759206642,0.1095617529880462,51.240639,-0.2689,11,85.0,79.89677419354844,1.1,19486.695690219552,8.695228096817315,50,60,70,80,90,100,110,120,8.700000000000728,8.695228096818028,25.525535894104273,25.49754233521374,-0.2999999999992724,-0.3071979868072958
1775,1775,   true,19508.8,19759.9,72,199,164,77,8.7,0.11278195488722036,0.10945273631840796,51.240607000000004,-0.269019,11,85.0,80.20000000000006,0.6,19495.71157759442,9.015887374867145,50,60,70,80,90,100,110,120,9.099999999998545,9.015887374865997,27.92666967089107,27.412795057764768,0.3999999999978172,0.32065927804796956
1776,1776,   true,19518.0,19769.1,165,18,164,81,9.0,0.11267605633802814,0.11100832562441958,51.240576000000004,-0.26914099999999996,11,84.8,80.48387096774198,-0.5,19504.877333402113,9.165755807693746,50,60,70,80,90,100,110,120,9.200000000000728,9.16575580769495,28.54381500960452,28.33171919606949,0.10000000000218279,0.1498684328289528
1777,1777,   true,19526.9,19777.8,174,132,164,82,9.0,0.11142061281336972,0.11059907834101383,51.240545000000004,-0.269259,11,84.8,80.76129032258072,-1.1,19513.78569681815,8.90836341603958,50,60,70,80,90,100,110,120,8.900000000001455,8.9083634160379,26.712613266908736,26.762841057431988,-0.2999999999992724,-0.2573923916570493
1778,1778,   true,19536.1,19786.9,124,196,163,82,9.0,0.1113172541743978,0.11152416356877097,51.240513,-0.269381,11,84.8,81.0322580645162,-1.1,19522.993857718633,9.20816090048336,50,60,70,80,90,100,110,120,9.19999999999709,9.208160900481744,28.543815009581945,28.59447730314845,0.2999999999956344,0.29979748444384313
1779,1779,   true,19545.4,19796.0,106,23,162,79,9.1,0.11059907834101383,0.11152416356877473,51.240478,-0.26950100000000005,11,84.6,81.29677419354844,-1.1,19532.20960776515,9.215750046516623,50,60,70,80,90,100,110,120,9.30000000000291,9.215750046518224,29.167705106118262,28.641630495344074,0.10000000000582077,0.007589146036480088
1780,1780,   true,19555.0,19805.5,226,55,162,82,9.2,0.1096892138939693,0.11100832562441958,51.240441,-0.269625,11,84.4,81.54838709677426,-1.1,19541.772055940466,9.562448175314167,50,60,70,80,90,100,110,120,9.599999999998545,9.562448175314785,31.079843942390582,30.837172650930285,0.2999999999956344,0.3466981287965609
1781,1781,   true,19563.6,19814.0,178,61,161,81,9.1,0.10967098703888416,0.10999083409716004,51.24041,-0.26973800000000003,11,84.4,81.78709677419361,-0.6,19550.36054114589,8.588485205423872,50,60,70,80,90,100,110,120,8.599999999998545,8.58848520542233,24.942114344391562,24.87536758847139,-1.0,-0.9739629698924546
1782,1782,   true,19572.0,19822.4,269,118,161,81,9.0,0.10869565217391224,0.10948905109488832,51.240378,-0.269848,11,84.4,82.01935483870976,0.0,19558.804418376643,8.443877230754332,50,60,70,80,90,100,110,120,8.400000000001455,8.443877230754879,23.79550551840825,24.044745459899318,-0.19999999999708962,-0.14460797466745134
1783,1783,   true,19580.7,19831.0,301,172,160,81,8.9,0.10784313725490197,0.10901883052527098,51.240344,-0.269959,11,84.4,82.24516129032267,-1.1,19567.406873212964,8.602454836321506,50,60,70,80,90,100,110,120,8.700000000000728,8.602454836320248,25.525535894104273,24.956355634390274,0.2999999999992724,0.1585776055653696
1784,1784,   true,19589.8,19839.9,308,199,160,83,8.9,0.10617760617760394,0.1072124756335298,51.240307,-0.270074,11,84.4,82.46451612903235,-1.1,19576.40780771777,9.000934504806333,50,60,70,80,90,100,110,120,9.099999999998545,9.000934504805628,27.92666967089107,27.321942092228795,0.3999999999978172,0.3984796684853791
1785,1785,   true,19599.5,19849.5,260,0,160,84,8.9,0.10587102983638336,0.10669253152279493,51.240265,-0.270198,11,84.0,82.65806451612912,-1.0,19586.222331665173,9.814523947403458,50,60,70,80,90,100,110,120,9.700000000000728,9.814523947403359,31.730713070104763,32.484399391647834,0.6000000000021828,0.8135894425977312
1786,1786,   true,19609.1,19858.9,166,183,159,84,9.1,0.10476190476190476,0.1054650047938646,51.240226,-0.27032,11,84.0,82.84516129032268,-1.0,19595.758377971295,9.536046306122145,50,60,70,80,90,100,110,120,9.599999999998545,9.536046306122444,31.079843942390582,30.66712518205497,-0.10000000000218279,-0.2784776412809151
1787,1787,   true,19619.2,19869.0,263,261,159,84,9.4,0.10242085661079936,0.10299625468164864,51.240187,-0.27045,11,84.0,83.025806451613,0.0,19605.7936234395,10.035245468204192,50,60,70,80,90,100,110,120,10.100000000002183,10.035245468203357,34.40163715891487,33.96193007799717,0.500000000003638,0.4991991620809131
1788,1788,   true,19628.9,19878.7,250,164,158,84,9.6,0.09842519685039512,0.09891196834817156,51.24015,-0.270577,11,84.0,83.2000000000001,0.0,19615.545060216697,9.7514367771992,50,60,70,80,90,100,110,120,9.700000000000728,9.75143677719825,31.730713070104763,32.06812606065426,-0.4000000000014552,-0.2838086910051061
1789,1789,   true,19639.7,19889.5,261,354,158,86,10.0,0.09624639076034514,0.09680542110358248,51.240103999999995,-0.270712,11,84.0,83.36774193548395,0.0,19626.24479754193,10.699737325232892,50,60,70,80,90,100,110,120,10.799999999999272,10.69973732523431,39.33542748959471,38.60847035425677,1.0999999999985448,0.9483005480360589
1790,1790,   true,19649.3,19899.1,189,93,158,87,10.0,0.09469696969697099,0.09541984732824492,51.24006,-0.270831,11,84.0,83.52903225806459,0.0,19635.865820960455,9.62102341852458,50,60,70,80,90,100,110,120,9.599999999998545,9.621023418523691,31.079843942390582,31.21611894762173,-1.2000000000007276,-1.0787139067106182
1791,1791,   true,19660.0,19909.8,153,348,158,89,10.2,0.09310986964618123,0.09398496240601696,51.240012,-0.270964,11,84.0,83.6774193548388,0.0,19646.552806507596,10.686985547142422,50,60,70,80,90,100,110,120,10.700000000000728,10.686985547141376,38.610366026105254,38.5164992603981,1.1000000000021828,1.0659621286176844
1792,1792,   true,19671.0,19920.8,115,302,158,89,10.4,0.09191176470588296,0.09319664492078347,51.239962,-0.2711,11,84.0,83.81290322580655,0.0,19657.532156801826,10.979350294230777,50,60,70,80,90,100,110,120,11.0,10.979350294230244,40.80578469,40.652723501262074,0.2999999999992724,0.29236474708886817
1793,1793,   true,19682.3,19932.1,107,323,158,89,10.7,0.09049773755656107,0.09208103130755188,51.239908,-0.27123600000000003,11,84.0,83.9290322580646,-0.4,19668.743307019722,11.211150217895703,50,60,70,80,90,100,110,120,11.299999999999272,11.21115021789592,43.06190617409446,42.38739303091649,0.2999999999992724,0.23179992366567603
1794,1794,   true,19693.7,19943.2,169,314,158,90,10.8,0.09000900090009119,0.09174311926605504,51.239852,-0.271373,11,84.0,84.01290322580653,-1.3,19680.13335844365,11.390051423928451,50,60,70,80,90,100,110,120,11.400000000001455,11.390051423928526,43.82743618441119,43.750974723133915,0.10000000000218279,0.17890120603260584
1795,1795,   true,19705.1,19954.3,135,144,158,91,11.2,0.08866995073891625,0.09066183136899128,51.239796000000005,-0.27151,11,83.8,84.07741935483878,-1.8,19691.52341958876,11.39006114510998,50,60,70,80,90,100,110,120,11.399999999997817,11.39006114510994,43.827436184383224,43.75104940433209,-3.637978807091713e-12,9.721181413624436e-06
1796,1796,   true,19716.5,19965.3,160,0,157,93,11.3,0.08814887365328235,0.09057971014492634,51.239740000000005,-0.27164699999999997,11,83.4,84.11612903225814,-1.8,19702.913490455816,11.390070867055007,50,60,70,80,90,100,110,120,11.400000000001455,11.390070867055329,43.82743618441119,43.75112409146311,3.637978807091713e-12,9.721945389173925e-06
1797,1797,   true,19728.0,19976.3,0,160,157,65,11.4,0.08789062499999875,0.09099181073703247,51.239684000000004,-0.271786,11,83.2,84.1354838709678,-2.2,19714.420404523207,11.506914067390536,50,60,70,80,90,100,110,120,11.5,11.506914067391335,44.599710952500004,44.653355840393225,0.09999999999854481,0.1168432003360067
1798,1798,   true,19739.4,19987.3,0,298,156,40,11.4,0.08797653958944343,0.0919117647058799,51.23963,-0.271925,11,83.2,84.14838709677426,-1.8,19725.808518795384,11.388114272178175,50,60,70,80,90,100,110,120,11.400000000001455,11.388114272176608,43.82743618441119,43.736094180966205,-0.09999999999854481,-0.11879979521472706
1799,1799,   true,19750.8,19998.5,0,0,156,0,11.4,0.08832188420019818,0.0928505106778081,51.239578,-0.272065,11,82.8,84.1354838709678,-1.3,19737.140784289808,11.332265494425107,50,60,70,80,90,100,110,120,11.399999999997817,11.332265494424064,43.827436184383224,43.30817118775817,-3.637978807091713e-12,-0.055848777752544265
1800,1800,   true,19762.1,20009.4,0,128,155,0,11.4,0.08875739644970286,0.09380863039399433,51.23953,-0.272208,11,82.6,84.10322580645169,-1.8,19748.43632438584,11.29554009603048,50,60,70,80,90,100,110,120,11.299999999999272,11.29554009603089,43.06190617409446,43.02792138355866,-0.09999999999854481,-0.036725398393173236
1801,1801,   true,19773.4,20020.2,0,299,155,0,11.4,0.08937437934458724,0.09442870632672204,51.239488,-0.272356,11,82.6,84.05806451612911,-2.2,19759.74844453133,11.312120145491122,50,60,70,80,90,100,110,120,11.30000000000291,11.312120145492372,43.061906174122186,43.15433032745376,3.637978807091713e-12,0.016580049461481394
1802,1802,   true,19784.6,20030.7,0,121,154,0,11.3,0.09,0.0947867298578199,51.239453000000005,-0.272505,11,82.4,84.0000000000001,-2.7,19770.82721838919,11.07877385785907,50,60,70,80,90,100,110,120,11.19999999999709,11.078773857858323,42.30312092157802,41.39231901070215,-0.10000000000582077,-0.23334628763404908
1803,1803,   true,19795.6,20040.9,66,0,153,79,11.2,0.09074410163339623,0.09505703422053166,51.239422,-0.272656,11,81.8,83.91612903225816,-3.7,19781.889903279774,11.062684890584793,50,60,70,80,90,100,110,120,11.0,11.062684890584933,40.80578469,41.27218367623634,-0.19999999999708962,-0.016088967273390153
1804,1804,   true,19806.5,20050.9,41,0,152,67,11.1,0.09115770282588816,0.09532888465204824,51.239399,-0.272807,11,81.4,83.81290322580655,-4.1,19792.708486552685,10.818583272910796,50,60,70,80,90,100,110,120,10.900000000001455,10.818583272910473,40.0672337109107,39.47091079957471,-0.09999999999854481,-0.2441016176744597
1805,1805,   true,19817.2,20060.9,203,0,151,94,11.0,0.09149130832570662,0.09532888465205157,51.239381,-0.272958,11,81.0,83.68387096774204,-2.8,19803.40928832734,10.700801774655007,50,60,70,80,90,100,110,120,10.700000000000728,10.700801774655702,38.610366026105254,38.616152563064176,-0.2000000000007276,-0.11778149825477158
1806,1806,   true,19828.0,20071.2,194,0,150,94,10.9,0.09174311926605504,0.09523809523809523,51.239367,-0.273111,11,80.6,83.54193548387106,-2.3,19814.173635635838,10.764347308497756,50,60,70,80,90,100,110,120,10.799999999999272,10.764347308497236,39.33542748959471,39.07614988690945,0.09999999999854481,0.06354553384153405
1807,1807,   true,19838.8,20081.8,202,264,149,94,10.8,0.09165902841429698,0.09469696969697099,51.239357,-0.27326500000000004,11,80.6,83.40645161290331,-1.4,19824.951951028674,10.778315392834642,50,60,70,80,90,100,110,120,10.799999999999272,10.778315392835793,39.33542748959471,39.1776280491629,0.0,0.013968084338557674
1808,1808,   true,19849.6,20092.5,79,102,148,75,10.8,0.09115770282588816,0.09380863039399752,51.239353,-0.273419,11,80.4,83.26451612903234,-0.5,19835.681979709978,10.730028681305832,50,60,70,80,90,100,110,120,10.799999999999272,10.730028681304248,39.33542748959471,38.82738383604585,0.0,-0.048286711531545734
1809,1809,   true,19860.5,20103.4,249,279,148,88,10.8,0.09041591320072452,0.09302325581395347,51.239352000000004,-0.27357600000000004,11,80.4,83.12258064516136,-0.5,19846.612199039322,10.930219329345796,50,60,70,80,90,100,110,120,10.900000000001455,10.930219329344254,40.0672337109107,40.28970772165679,0.10000000000218279,0.20019064804000664
1810,1810,   true,19871.4,20114.3,178,270,147,97,10.8,0.08912655971479443,0.09199632014719657,51.239352000000004,-0.27373200000000003,11,80.4,82.98709677419362,0.0,19857.47223724115,10.860038201826546,50,60,70,80,90,100,110,120,10.900000000001455,10.860038201826683,40.0672337109107,39.77398167294255,0.0,-0.07018112751757144
1811,1811,   true,19882.4,20125.2,270,286,146,99,10.9,0.08875739644970286,0.09099181073703548,51.239354,-0.273889,11,80.4,82.85806451612912,-0.4,19868.40415312656,10.931915885411499,50,60,70,80,90,100,110,120,11.0,10.931915885412309,40.80578469,40.302215989036995,0.09999999999854481,0.07187768358562607
1812,1812,   true,19893.7,20136.3,236,323,145,102,11.0,0.08720930232558079,0.09000900090008825,51.239358,-0.27405100000000004,11,80.4,82.72903225806459,-1.3,19879.69065149654,11.286498369978448,50,60,70,80,90,100,110,120,11.299999999999272,11.286498369980109,43.06190617409446,42.95906394698838,0.2999999999992724,0.35458248456779984
1813,1813,   true,19905.3,20147.5,217,184,144,102,11.1,0.08530805687203792,0.0896414342629469,51.239365,-0.27421599999999996,11,80.2,82.59354838709685,-1.7,19891.2035699299,11.512918433361321,50,60,70,80,90,100,110,120,11.599999999998545,11.512918433360028,45.37873047838862,44.699968692549845,0.2999999999992724,0.22642006337991916
1814,1814,   true,19917.1,20158.4,217,30,143,99,11.3,0.08348794063079834,0.08858267716535559,51.23937,-0.274385,11,79.8,82.44516129032266,-3.7,19902.981736736125,11.778166806223268,50,60,70,80,90,100,110,120,11.799999999999272,11.778166806223453,46.95700380359422,46.78339822822605,0.2000000000007276,0.2652483728634252
1815,1815,   true,19929.4,20169.6,132,257,143,97,11.6,0.0815217391304364,0.08737864077669902,51.239373,-0.274561,11,79.6,82.29032258064524,-4.4,19915.238622615554,12.256885879428152,50,60,70,80,90,100,110,120,12.30000000000291,12.25688587942932,51.020720378124146,50.663670254886384,0.500000000003638,0.47871907320586615
1816,1816,   true,19942.0,20181.1,16,0,142,74,11.9,0.0786627335299896,0.0861244019138756,51.239377000000005,-0.274742,11,78.6,82.11612903225813,-4.7,19927.846892904494,12.608270288938316,50,60,70,80,90,100,110,120,12.599999999998545,12.60827028893982,53.539887416387636,53.61019466344124,0.2999999999956344,0.3513844095105014
1817,1817,   true,19955.1,20192.9,88,7,141,75,12.3,0.07707129094412385,0.08498583569404981,51.239382,-0.274929,11,78.0,81.92258064516136,-5.0,19940.876874647747,13.029981743253565,50,60,70,80,90,100,110,120,13.099999999998545,13.029981743253302,57.87339430288715,57.2563920304663,0.5,0.4217114543134812
