,time,moving,distance,gap_distance,watts,watts_calc,heartrate,cadence,velocity_smooth,pace,gap,lat,lng,temp,altitude,altitude_smooth,grade_smooth,distance_calc(m),gps_delta(m),weight_bike_rider_50,weight_bike_rider_60,weight_bike_rider_70,weight_bike_rider_80,weight_bike_rider_90,weight_bike_rider_100,weight_bike_rider_110,weight_bike_rider_120,speed_from_sensor(m/s),speed_from_gps(m/s),wind_resistance_sensor(N),wind_resistance_gps(N),accel_sensor(m2/s),accel_gps(m2/s)
441,441,   true,4159.5,4317.2,355,313,164,85,8.2,0.1196410767696918,0.11121408711770196,51.196675,-0.32713000000000003,12,127.4,122.92258064516129,1.8,4156.591588455321,8.315067629296902,50,60,70,80,90,100,110,120,8.399999999999636,8.315067629297118,23.795505518397942,23.316745639872806,0.1999999999989086,-0.025351479588607617
442,442,   true,4168.0,4326.7,344,470,163,86,8.3,0.11892963330029775,0.11121408711770102,51.196604,-0.32708400000000004,12,127.8,123.23225806451613,3.6,4165.112291956722,8.52070350140165,50,60,70,80,90,100,110,120,8.5,8.52070350140184,24.3654375525,24.48427619163523,0.1000000000003638,0.20563587210472178
443,443,   true,4176.2,4335.6,356,101,164,86,8.3,0.11787819253438095,0.1109057301293902,51.196536,-0.32704099999999997,12,127.8,123.5225806451613,3.0,4173.245564503899,8.133272547176816,50,60,70,80,90,100,110,120,8.199999999999818,8.133272547176603,22.675875723598995,22.30832767668356,-0.3000000000001819,-0.38743095422523766
444,444,   true,4184.6,4344.4,328,635,164,86,8.3,0.11707317073170732,0.11029411764705956,51.196466,-0.326995,12,128.4,123.8193548387097,1.8,4181.663348177832,8.417783673932991,50,60,70,80,90,100,110,120,8.400000000000546,8.417783673932718,23.795505518403093,23.896367294652695,0.2000000000007276,0.2845111267561151
445,445,   true,4193.0,4353.2,334,134,164,86,8.4,0.11616650532429795,0.11,51.196396,-0.326947,12,128.4,124.10967741935484,1.8,4190.1351794324,8.471831254568263,50,60,70,80,90,100,110,120,8.399999999999636,8.471831254568315,23.795505518397942,24.204212482773816,-9.094947017729282e-13,0.054047580635597114
446,446,   true,4201.7,4362.0,355,172,164,86,8.4,0.11516314779270655,0.10869565217391224,51.196325,-0.326896,12,128.4,124.3935483870968,0.6,4198.792972425196,8.65779299279612,50,60,70,80,90,100,110,120,8.699999999999818,8.657792992796203,25.525535894098933,25.27846850457013,0.3000000000001819,0.18596173822788842
447,447,   true,4210.4,4370.7,355,147,164,87,8.5,0.1146131805157595,0.10752688172042993,51.196253999999996,-0.326843,12,128.4,124.6645161290323,0.6,4207.508897152016,8.715924726820049,50,60,70,80,90,100,110,120,8.699999999999818,8.715924726820049,25.525535894098933,25.619066746717845,0.0,0.05813173402384564
448,448,   true,4219.2,4380.1,339,322,164,87,8.6,0.11396011396011375,0.10721247563352787,51.196183000000005,-0.326789,12,128.6,124.93548387096777,2.3,4216.254577023156,8.74567987114026,50,60,70,80,90,100,110,120,8.800000000000182,8.745679871140055,26.11570220160108,25.794286302196895,0.1000000000003638,0.029755144320006366
449,449,   true,4228.2,4389.7,340,177,165,88,8.7,0.11310084825636152,0.10617760617760674,51.19611,-0.326732,12,128.6,125.20000000000002,2.2,4225.29143179903,9.036854775873637,50,60,70,80,90,100,110,120,9.0,9.036854775873508,27.316269090000002,27.540446034964084,0.1999999999998181,0.2911749047334524
450,450,   true,4237.2,4399.4,331,645,165,88,8.8,0.11225444340505183,0.10536398467432896,51.196039,-0.32667399999999996,12,129.2,125.4709677419355,2.8,4234.160605897133,8.869174098103429,50,60,70,80,90,100,110,120,9.0,8.86917409810303,27.316269090000002,26.527890936947614,0.0,-0.1676806777704769
451,451,   true,4246.2,4409.6,328,161,164,89,8.9,0.11121408711770196,0.10466222645099868,51.195966999999996,-0.32661399999999996,12,129.2,125.72903225806452,3.9,4243.192565132792,9.0319592356588,50,60,70,80,90,100,110,120,9.0,9.031959235659087,27.316269090000002,27.510615115928122,0.0,0.16278513755605672
452,452,   true,4255.3,4419.5,351,497,164,89,9.0,0.11039558417663313,0.1036757775683314,51.195896000000005,-0.32655100000000004,12,129.6,126.0,2.8,4252.225832518087,9.033267385295156,50,60,70,80,90,100,110,120,9.100000000000364,9.033267385295403,27.92666967090224,27.518584728365987,0.1000000000003638,0.0013081496363156475
453,453,   true,4264.2,4429.3,314,463,165,90,9.0,0.11,0.10251630941286097,51.195825,-0.326488,12,130.0,126.26451612903229,3.3,4261.259103192807,9.033270674719805,50,60,70,80,90,100,110,120,8.899999999999636,9.03327067471946,26.712613266897822,27.518604769909597,-0.2000000000007276,3.289424057584256e-06
454,454,   true,4273.3,4439.2,353,344,165,90,9.0,0.10945273631840796,0.10213556174558976,51.195755,-0.326424,12,130.2,126.52903225806452,2.8,4270.229795508543,8.970692315736196,50,60,70,80,90,100,110,120,9.100000000000364,8.970692315736414,27.92666967090224,27.13865284840052,0.2000000000007276,-0.0625783589830462
455,455,   true,4282.3,4448.8,289,314,164,88,9.0,0.10869565217391323,0.10128913443830538,51.195684,-0.32636,12,130.4,126.78709677419356,2.2,4279.29714073322,9.067345224676219,50,60,70,80,90,100,110,120,9.0,9.067345224676501,27.316269090000002,27.72660309822763,-0.1000000000003638,0.09665290894008649
456,456,   true,4291.5,4458.3,325,349,164,86,9.1,0.10805500982318253,0.10091743119266056,51.195613,-0.326291,12,130.6,127.04516129032257,1.6,4288.540827695345,9.243686962124752,50,60,70,80,90,100,110,120,9.199999999999818,9.243686962125139,28.543815009598873,28.815543985465137,0.1999999999998181,0.17634173744863801
457,457,   true,4300.9,4468.1,298,359,164,87,9.1,0.1073170731707317,0.1008249312557292,51.195541999999996,-0.32621999999999995,12,130.8,127.30322580645162,1.6,4297.857768014578,9.316940319232804,50,60,70,80,90,100,110,120,9.399999999999636,9.316940319233254,29.798339960397698,29.274062150509618,0.1999999999998181,0.07325335710811487
458,458,   true,4310.4,4478.0,299,194,165,88,9.2,0.1065891472868219,0.1006404391582798,51.19547,-0.326148,12,130.8,127.54838709677419,1.6,4307.305936978234,9.448168963655693,50,60,70,80,90,100,110,120,9.5,9.448168963655917,30.435719572500005,30.104517150033157,0.1000000000003638,0.1312286444226629
459,459,   true,4319.7,4487.8,278,321,164,88,9.3,0.10576923076923077,0.10054844606947018,51.195399,-0.326077,12,131.0,127.7935483870968,2.1,4316.622885450672,9.316948472437765,50,60,70,80,90,100,110,120,9.300000000000182,9.316948472437616,29.167705106101142,29.27411338568071,-0.1999999999998181,-0.1312204912183006
460,460,   true,4329.4,4498.3,252,391,164,89,9.4,0.10506208213944622,0.1004566210045662,51.195325,-0.32600300000000004,12,131.2,128.0451612903226,2.6,4326.333512111335,9.710626660663507,50,60,70,80,90,100,110,120,9.699999999999818,9.710626660663365,31.730713070098812,31.800275177823202,0.3999999999996362,0.3936781882257492
461,461,   true,4339.0,4508.4,245,506,164,89,9.5,0.1040681173131506,0.09920634920634903,51.195252,-0.32592899999999997,12,131.6,128.30322580645162,2.1,4335.950102001914,9.616589890579625,50,60,70,80,90,100,110,120,9.600000000000364,9.616589890579235,31.07984394240236,31.187355760649375,-0.0999999999994543,-0.0940367700841307
462,462,   true,4348.7,4518.7,277,366,163,90,9.6,0.10318949343339552,0.09842519685039423,51.195178000000006,-0.325856,12,131.8,128.5483870967742,2.1,4345.62391516632,9.673813164406294,50,60,70,80,90,100,110,120,9.699999999999818,9.673813164406056,31.730713070098812,31.55961918338326,0.0999999999994543,0.05722327382682124
463,463,   true,4358.5,4528.8,290,210,163,90,9.6,0.10251630941286097,0.0975609756097561,51.195103,-0.325783,12,131.8,128.78064516129032,1.5,4355.392488617483,9.768573451162228,50,60,70,80,90,100,110,120,9.800000000000182,9.76857345116241,32.3883269556012,32.18093484998191,0.1000000000003638,0.09476028675635462
464,464,   true,4368.2,4538.7,285,350,163,91,9.7,0.10175763182238634,0.09624639076034684,51.195029,-0.32571,12,132.0,129.00645161290322,1.0,4365.066310432496,9.673821815013293,50,60,70,80,90,100,110,120,9.699999999999818,9.67382181501307,31.730713070098812,31.559675626479798,-0.1000000000003638,-0.0947516361493399
465,465,   true,4378.0,4548.7,287,372,163,92,9.7,0.1004566210045662,0.09551098376313294,51.194953000000005,-0.32563600000000004,12,132.2,129.22580645161293,1.0,4374.966107997422,9.899797564926066,50,60,70,80,90,100,110,120,9.800000000000182,9.899797564926303,32.3883269556012,33.05133389093311,0.1000000000003638,0.225975749913232
466,466,   true,4388.0,4559.1,334,230,163,93,9.8,0.099009900990099,0.09469696969696938,51.194877000000005,-0.32556,12,132.2,129.43225806451613,1.5,4384.9392113095255,9.973103312103666,50,60,70,80,90,100,110,120,10.0,9.973103312103376,33.723789000000004,33.542621323135556,0.1999999999998181,0.0733057471770735
467,467,   true,4398.1,4569.7,304,227,163,92,9.9,0.09794319294808976,0.09425070688030128,51.1948,-0.32548499999999997,12,132.2,129.62580645161293,2.0,4394.970233656141,10.031022346616151,50,60,70,80,90,100,110,120,10.100000000000364,10.031022346615828,34.40163715890248,33.93335176733189,0.1000000000003638,0.05791903451245162
468,468,   true,4408.2,4580.5,441,542,163,90,9.9,0.0971817298347914,0.09380863039399673,51.194722,-0.325411,12,132.6,129.8193548387097,2.4,4405.060549078562,10.090315422420762,50,60,70,80,90,100,110,120,10.099999999999454,10.090315422420645,34.401637158896285,34.335695457323666,-9.094947017729282e-13,0.05929307580481691
469,469,   true,4418.5,4591.7,395,571,163,90,10.1,0.09643201542912264,0.0932835820895524,51.194642,-0.325338,12,133.0,130.01935483870972,2.9,4415.307884527989,10.247335449426537,50,60,70,80,90,100,110,120,10.300000000000182,10.247335449426828,35.77756775010126,35.41263717048817,0.2000000000007276,0.15702002700618323
470,470,   true,4429.2,4603.0,395,451,163,95,10.2,0.09569377990430622,0.0925925925925926,51.194558,-0.325264,12,133.2,130.21290322580649,1.9,4425.977128274807,10.669243746818555,50,60,70,80,90,100,110,120,10.699999999999818,10.66924374681821,38.61036602609869,38.38872051326244,0.3999999999996362,0.4219082973913828
471,471,   true,4440.0,4614.0,29,433,163,74,10.4,0.09505703422053248,0.09216589861751152,51.194472,-0.32519000000000003,12,133.4,130.41290322580647,0.9,4436.841599095812,10.86447082100487,50,60,70,80,90,100,110,120,10.800000000000182,10.864470821004943,39.33542748960133,39.80645649309825,0.1000000000003638,0.19522707418673235
472,472,   true,4450.8,4624.8,138,263,162,62,10.5,0.09451795841209897,0.09165902841429853,51.194386,-0.325119,12,133.4,130.60645161290324,0.5,4447.608425520324,10.766826424512121,50,60,70,80,90,100,110,120,10.800000000000182,10.766826424512146,39.33542748960133,39.094151064626296,0.0,-0.09764439649279666
473,473,   true,4461.4,4635.4,139,233,162,91,10.6,0.09389671361502347,0.09132420091324203,51.194301,-0.32505100000000003,12,133.4,130.78709677419354,-0.5,4458.181290199573,10.572864679248566,50,60,70,80,90,100,110,120,10.599999999999454,10.572864679248596,37.892049320396104,37.69829520103144,-0.2000000000007276,-0.19396174526355026
474,474,   true,4471.9,4645.9,215,235,162,92,10.7,0.0933706816059754,0.09132420091324203,51.194216,-0.32498499999999997,12,133.4,130.96774193548387,0.5,4468.692435979347,10.511145779773553,50,60,70,80,90,100,110,120,10.5,10.51114577977387,37.18047737250001,37.25945363134601,-0.0999999999994543,-0.06171889947472664
475,475,   true,4482.5,4656.7,209,96,162,92,10.7,0.0932835820895524,0.09149130832570893,51.194129,-0.324921,12,133.2,131.1225806451613,0.9,4479.344903533882,10.652467554535045,50,60,70,80,90,100,110,120,10.600000000000364,10.652467554535178,37.892049320402606,38.26809148835607,0.1000000000003638,0.14132177476130892
476,476,   true,4493.2,4667.6,317,588,162,93,10.6,0.0932835820895524,0.09132420091324203,51.194041999999996,-0.324859,12,133.6,131.29032258064515,0.9,4489.9397824648995,10.59487893101743,50,60,70,80,90,100,110,120,10.699999999999818,10.594878931017774,38.61036602609869,37.85544537242093,0.0999999999994543,-0.0575886235174039
477,477,   true,4503.9,4678.8,344,418,162,94,10.6,0.0933706816059762,0.09124087591240923,51.193954,-0.324797,12,133.8,131.46451612903223,1.9,4500.63629054001,10.696508075110335,50,60,70,80,90,100,110,120,10.699999999999818,10.696508075110614,38.61036602609869,38.585169297454385,0.0,0.10162914409283985
478,478,   true,4514.7,4690.0,234,271,162,95,10.7,0.0932835820895516,0.09115770282588816,51.193865,-0.324735,12,133.8,131.6387096774193,1.4,4511.434616330261,10.79832579025054,50,60,70,80,90,100,110,120,10.800000000000182,10.798325790250601,39.33542748960133,39.323232924463106,0.1000000000003638,0.10181771513998683
479,479,   true,4525.6,4701.2,205,439,161,94,10.7,0.0932835820895516,0.0909918107370332,51.193775,-0.32467199999999996,12,134.0,131.81290322580642,1.4,4522.362750461257,10.928134130995826,50,60,70,80,90,100,110,120,10.900000000000546,10.928134130996114,40.06723371090402,40.274336755015746,0.1000000000003638,0.1298083407455124
480,480,   true,4536.4,4712.3,208,416,161,94,10.8,0.0932835820895524,0.0909918107370332,51.193687,-0.32461100000000004,12,134.2,131.99354838709678,1.4,4533.03131266604,10.66856220478367,50,60,70,80,90,100,110,120,10.799999999999272,10.668562204783484,39.33542748959471,38.38381619358276,-0.10000000000127329,-0.2595719262126295
481,481,   true,4547.2,4723.5,208,424,161,94,10.8,0.09345794392523367,0.09115770282588896,51.193597,-0.32455,12,134.4,132.16129032258064,1.4,4543.904214038912,10.872901372871539,50,60,70,80,90,100,110,120,10.800000000000182,10.872901372871638,39.33542748960133,39.868258049089974,9.094947017729282e-13,0.2043391680881541
482,482,   true,4557.9,4734.4,196,248,161,93,10.8,0.09372071227741267,0.09165902841429928,51.193509000000006,-0.32449,12,134.4,132.3290322580645,0.9,4554.545209509324,10.640995470412472,50,60,70,80,90,100,110,120,10.699999999999818,10.640995470412236,38.61036602609869,38.185710881998276,-0.1000000000003638,-0.23190590245940257
483,483,   true,4568.6,4745.1,218,418,160,93,10.8,0.09407337723424254,0.0922509225092254,51.19342,-0.324432,12,134.6,132.49032258064514,0.5,4565.235079364248,10.689869854923858,50,60,70,80,90,100,110,120,10.700000000000728,10.689869854923927,38.610366026105254,38.53729248212991,9.094947017729282e-13,0.04887438451169146
484,484,   true,4579.1,4755.8,286,227,160,92,10.7,0.09451795841209897,0.09293680297397736,51.193332,-0.324375,12,134.6,132.63870967741937,0.9,4575.795687976157,10.560608611908963,50,60,70,80,90,100,110,120,10.5,10.56060861190872,37.18047737250001,37.610946111773714,-0.2000000000007276,-0.12926124301520758
485,485,   true,4589.7,4766.6,284,258,160,92,10.7,0.0947867298578199,0.0933706816059762,51.193245000000005,-0.324315,12,134.6,132.78064516129035,1.0,4586.334531876542,10.538843900385915,50,60,70,80,90,100,110,120,10.599999999999454,10.538843900385473,37.892049320396104,37.456078548529945,0.0999999999994543,-0.02176471152324666
486,486,   true,4600.2,4777.3,169,397,160,92,10.6,0.09514747859181698,0.09372071227741346,51.193158000000004,-0.324255,12,134.8,132.9225806451613,1.0,4596.873378909545,10.538847033002405,50,60,70,80,90,100,110,120,10.5,10.53884703300264,37.18047737250001,37.45610081578681,-0.0999999999994543,3.1326171665568836e-06
487,487,   true,4610.6,4787.9,282,390,160,91,10.5,0.09523809523809523,0.09354536950420908,51.193071999999994,-0.324196,12,135.0,133.06451612903228,1.0,4607.282531758046,10.40915284850187,50,60,70,80,90,100,110,120,10.400000000000546,10.409152848501435,36.47565018240383,36.53988153055654,-0.0999999999994543,-0.1296941845012043
488,488,   true,4621.0,4798.4,339,237,160,91,10.5,0.09541984732824492,0.0932835820895524,51.192987,-0.32413800000000004,12,135.0,133.20000000000002,0.5,4617.562029069643,10.27949731159669,50,60,70,80,90,100,110,120,10.399999999999636,10.27949731159697,36.47565018239745,35.63527527394447,-9.094947017729282e-13,-0.1296555369044654
489,489,   true,4631.4,4808.8,306,237,160,92,10.5,0.09551098376313294,0.0933706816059762,51.192901,-0.32408000000000003,12,135.0,133.33548387096778,0.0,4627.9438604556335,10.38183138599012,50,60,70,80,90,100,110,120,10.399999999999636,10.381831385990154,36.47565018239745,36.34831688703303,0.0,0.10233407439318398
490,490,   true,4641.9,4819.4,331,251,160,92,10.4,0.0956022944550666,0.09354536950420986,51.192813,-0.324021,12,135.0,133.46451612903226,1.0,4638.55769259921,10.613832143576102,50,60,70,80,90,100,110,120,10.5,10.613832143576474,37.18047737250001,37.991005969291926,0.1000000000003638,0.2320007575863201
491,491,   true,4652.3,4830.2,174,229,160,88,10.4,0.09541984732824413,0.09363295880149797,51.192727000000005,-0.323964,12,135.0,133.58709677419358,1.4,4648.912599105553,10.35490650634387,50,60,70,80,90,100,110,120,10.400000000000546,10.354906506343468,36.47565018240383,36.16002544894748,-0.0999999999994543,-0.25892563723300555
492,492,   true,4662.9,4841.3,19,589,160,64,10.5,0.09505703422053248,0.09363295880149797,51.192639,-0.323905,12,135.4,133.70967741935485,1.9,4659.526437263888,10.61383815833448,50,60,70,80,90,100,110,120,10.599999999999454,10.613838158334147,37.892049320396104,37.99104902758724,0.1999999999989086,0.2589316519906788
493,493,   true,4673.4,4852.3,237,397,160,91,10.5,0.09469696969696938,0.09372071227741267,51.192553000000004,-0.323846,12,135.6,133.83225806451614,1.9,4669.935608402431,10.409171138543774,50,60,70,80,90,100,110,120,10.5,10.40917113854357,37.18047737250001,36.540009939961166,-0.0999999999994543,-0.2046670197905769
494,494,   true,4683.8,4862.9,278,390,160,92,10.5,0.0941619585687376,0.09363295880149797,51.192465999999996,-0.323789,12,135.8,133.96129032258065,1.0,4680.393299022087,10.457690619656335,50,60,70,80,90,100,110,120,10.400000000000546,10.457690619656205,36.47565018240383,36.88144620729681,-0.0999999999994543,0.04851948111263482
495,495,   true,4694.3,4873.5,243,251,160,94,10.5,0.09363295880149797,0.09354536950420908,51.192378999999995,-0.323733,12,135.8,134.08387096774192,0.5,4690.824722662062,10.431423639975094,50,60,70,80,90,100,110,120,10.5,10.431423639975037,37.18047737250001,36.696405820777706,0.0999999999994543,-0.026266979681167868
496,496,   true,4705.0,4884.1,198,272,160,95,10.5,0.09293680297397816,0.0932835820895524,51.19229,-0.323675,12,135.8,134.20000000000002,-0.5,4701.514629992147,10.689907330084997,50,60,70,80,90,100,110,120,10.699999999999818,10.68990733008468,38.61036602609869,38.53756268069767,0.1999999999998181,0.25848369010964234
497,497,   true,4715.8,4894.7,175,271,160,95,10.6,0.09225092250922462,0.09293680297397816,51.1922,-0.323615,12,135.8,134.3161290322581,-1.4,4712.360526547378,10.845896555231308,50,60,70,80,90,100,110,120,10.800000000000182,10.845896555230865,39.33542748960133,39.6704639199158,0.1000000000003638,0.15598922514618607
498,498,   true,4726.6,4905.1,175,101,160,96,10.6,0.09140767824497212,0.092506938020352,51.19211,-0.32355500000000004,12,135.6,134.42580645161294,-1.8,4723.206426250876,10.845899703497635,50,60,70,80,90,100,110,120,10.800000000000182,10.845899703497707,39.33542748960133,39.67048695041837,0.0,3.1482668418902904e-06
499,499,   true,4737.6,4915.6,233,0,160,96,10.8,0.09033423667570024,0.09149130832570893,51.192019,-0.323494,12,135.2,134.50967741935492,-2.3,4734.181815169019,10.975388918142679,50,60,70,80,90,100,110,120,11.0,10.975388918142926,40.80578469,40.62339359184013,0.1999999999998181,0.12948921464521845
500,500,   true,4748.7,4926.3,233,129,160,93,10.9,0.08982035928143729,0.09074410163339397,51.191928000000004,-0.32343299999999997,12,135.0,134.57419354838714,-1.8,4745.157207338589,10.975392169569774,50,60,70,80,90,100,110,120,11.099999999999454,10.975392169570114,41.55108042689592,40.623417660969146,0.0999999999994543,3.2514271879335865e-06
501,501,   true,4759.9,4937.4,224,136,160,89,11.0,0.08910891089108912,0.0900900900900901,51.191835,-0.323371,12,134.8,134.62580645161296,-0.9,4756.36464691892,11.207439580331458,50,60,70,80,90,100,110,120,11.199999999999818,11.207439580331084,42.30312092159863,42.359339134388215,0.1000000000003638,0.2320474107609698
502,502,   true,4771.3,4948.9,179,321,161,89,11.1,0.08840864440078569,0.08964143426294773,51.19174,-0.323309,12,134.8,134.67096774193556,0.4,4767.77761144553,11.41296452661072,50,60,70,80,90,100,110,120,11.400000000000546,11.412964526610267,43.8274361844042,43.92717742184534,0.2000000000007276,0.2055249462791835
503,503,   true,4782.8,4960.4,0,320,160,74,11.2,0.0877192982456145,0.0888450148075031,51.191644000000004,-0.323246,12,134.8,134.71612903225815,0.4,4779.319901845765,11.54229040023497,50,60,70,80,90,100,110,120,11.5,11.542290400235288,44.599710952500004,44.92833837791076,0.0999999999994543,0.1293258736250209
504,504,   true,4794.5,4972.2,0,667,160,0,11.4,0.08746355685131227,0.0884955752212391,51.191547,-0.323184,12,135.2,134.77419354838722,0.4,4790.939015863852,11.619114018086497,50,60,70,80,90,100,110,120,11.699999999999818,11.619114018086293,46.16449476209857,45.52840021699791,0.1999999999998181,0.07682361785100511
505,505,   true,4806.0,4983.7,0,134,159,0,11.5,0.08729388942773975,0.08823529411764705,51.19145,-0.323123,12,135.0,134.825806451613,0.0,4802.532399728166,11.593383864313873,50,60,70,80,90,100,110,120,11.5,11.593383864314092,44.599710952500004,45.32698113038182,-0.1999999999998181,-0.025730153772201447
506,506,   true,4817.6,4995.1,41,328,159,56,11.5,0.08687258687258656,0.08797653958944265,51.191354,-0.323062,12,135.0,134.88387096774204,-1.3,4814.022408995841,11.4900092676751,50,60,70,80,90,100,110,120,11.600000000000364,11.490009267675305,45.37873047840285,44.52225178356884,0.1000000000003638,-0.1033745966387869
507,507,   true,4829.2,5006.4,4,158,158,61,11.6,0.08670520231213859,0.0881488736532808,51.191257,-0.32300100000000004,12,134.8,134.9225806451614,-1.3,4825.615799389132,11.593390393290997,50,60,70,80,90,100,110,120,11.599999999999454,11.593390393290974,45.37873047839573,45.327032183447734,-9.094947017729282e-13,0.10338112561566959
508,508,   true,4840.5,5017.3,4,111,157,57,11.5,0.08653846153846154,0.0883218842001958,51.191163,-0.322941,12,134.6,134.9483870967743,-1.7,4836.873436390512,11.257637001380571,50,60,70,80,90,100,110,120,11.300000000000182,11.257637001380317,43.06190617410139,42.739638562323975,-0.2999999999992724,-0.33575339191065723
509,509,   true,4851.8,5028.3,6,135,156,60,11.5,0.0863723608445299,0.0884955752212391,51.191067,-0.322885,12,134.4,134.96774193548396,-1.7,4848.239151713731,11.365715323218797,50,60,70,80,90,100,110,120,11.300000000000182,11.365715323218865,43.06190617410139,43.564216888089454,0.0,0.10807832183854771
510,510,   true,4863.5,5039.7,184,198,156,88,11.5,0.08604206500955994,0.08875739644970368,51.190967,-0.322835,12,134.2,134.97419354838718,-1.3,4859.891809006515,11.652657292784147,50,60,70,80,90,100,110,120,11.699999999999818,11.65265729278417,46.16449476209857,45.7916519644422,0.3999999999996362,0.28694196956530504
511,511,   true,4875.1,5051.0,185,149,156,90,11.5,0.08547008547008605,0.08840864440078648,51.190868,-0.322785,12,134.0,134.96774193548396,-1.7,4871.438409216328,11.546600209813167,50,60,70,80,90,100,110,120,11.600000000000364,11.546600209812823,45.37873047840285,44.961896489316146,-0.0999999999994543,-0.10605708297134697
512,512,   true,4886.8,5062.3,166,335,156,91,11.5,0.08490566037735849,0.08806262230919702,51.190767,-0.322737,12,134.0,134.95483870967752,-1.7,4883.156679874923,11.718270658594882,50,60,70,80,90,100,110,120,11.699999999999818,11.71827065859452,46.16449476209857,46.30878780329692,0.0999999999994543,0.1716704487816969
513,513,   true,4898.7,5073.9,158,36,155,92,11.6,0.08403361344537788,0.08729388942774052,51.190664,-0.32269200000000003,12,133.6,134.92903225806464,-1.7,4895.031340652805,11.874660777882523,50,60,70,80,90,100,110,120,11.899999999999636,11.874660777882127,47.75625760289709,47.55309490524505,0.1999999999998181,0.15639011928760738
514,514,   true,4910.6,5085.1,122,181,155,93,11.8,0.08294930875576037,0.08628954937679753,51.19056,-0.32264899999999996,12,133.4,134.89032258064526,-2.5,4906.977564424899,11.94622377209416,50,60,70,80,90,100,110,120,11.900000000000546,11.946223772094527,47.756257602904384,48.127982253271725,9.094947017729282e-13,0.07156299421239964
515,515,   true,4922.9,5096.9,134,247,154,94,11.9,0.08219178082191783,0.08563273073263529,51.190453000000005,-0.322606,12,133.2,134.84516129032264,-2.0,4919.246994436405,12.269430011505179,50,60,70,80,90,100,110,120,12.299999999999272,12.269430011505392,51.020720378093976,50.76742531800396,0.3999999999987267,0.32320623941086524
516,516,   true,4935.2,5108.6,183,52,154,95,12.0,0.08115419296663688,0.08474576271186456,51.190345,-0.32256399999999996,12,132.8,134.78709677419366,-2.4,4931.607595810425,12.360601374019696,50,60,70,80,90,100,110,120,12.300000000000182,12.360601374020007,51.020720378101515,51.52471104903696,9.094947017729282e-13,0.09117136251461488
517,517,   true,4947.6,5120.4,233,231,154,96,12.2,0.07984031936127757,0.08403361344537857,51.190236,-0.32252600000000003,12,132.6,134.71612903225815,-2.4,4944.013780810678,12.406185000253656,50,60,70,80,90,100,110,120,12.400000000000546,12.406185000253572,51.85369796640457,51.90543911476726,0.1000000000003638,0.045583626233565155
518,518,   true,4960.3,5132.6,211,112,153,97,12.3,0.07897334649555833,0.08364312267657964,51.190125,-0.32249,12,132.2,134.62580645161302,-2.0,4956.608818149019,12.595037338340157,50,60,70,80,90,100,110,120,12.699999999999818,12.595037338340262,54.393099278098454,53.497721063716156,0.2999999999992724,0.18885233808669
519,519,   true,4973.0,5144.8,44,249,153,84,12.5,0.0784313725490196,0.08302583025830286,51.190012,-0.322455,12,132.0,134.5290322580646,-1.9,4969.408403319223,12.79958517020471,50,60,70,80,90,100,110,120,12.699999999999818,12.79958517020441,54.393099278098454,55.24947460971383,0.0,0.20454783186414716
520,520,   true,4986.0,5157.2,0,302,152,59,12.6,0.07789678675754637,0.08279668813247414,51.189896999999995,-0.322423,12,131.8,134.425806451613,-2.3,4982.38882435317,12.980421033946689,50,60,70,80,90,100,110,120,13.0,12.980421033947096,56.99320341000001,56.82166068619239,0.3000000000001819,0.18083586374268634
521,521,   true,4998.9,5169.4,0,260,152,53,12.7,0.07714561234329811,0.08219178082191783,51.189783,-0.322393,12,131.6,134.31612903225815,-2.7,4995.23630223935,12.84747788618043,50,60,70,80,90,100,110,120,12.899999999999636,12.847477886180059,56.11975727489684,55.663706441500324,-0.1000000000003638,-0.13294314776703686
522,522,   true,5011.9,5181.5,0,0,151,54,12.9,0.07662835249042173,0.081743869209809,51.189668,-0.322366,12,131.0,134.18709677419366,-3.1,5008.16141830568,12.92511606632958,50,60,70,80,90,100,110,120,13.0,12.925116066329792,56.99320341000001,56.33849831194784,0.1000000000003638,0.07763818014973367
523,523,   true,5024.9,5193.5,0,115,150,55,12.9,0.07597340930674251,0.08144796380090498,51.189552,-0.322337,12,130.6,134.03225806451624,-3.8,5021.21740401211,13.055985706429688,50,60,70,80,90,100,110,120,13.0,13.055985706429965,56.99320341000001,57.48515348738623,0.0,0.13086964010017255
524,524,   true,5037.9,5205.6,0,115,149,53,13.0,0.07547169811320754,0.08115419296663688,51.189436,-0.322308,12,130.2,133.85806451612913,-3.4,5034.2733905060295,13.055986493919571,50,60,70,80,90,100,110,120,13.0,13.05598649391959,56.99320341000001,57.48516042197766,0.0,7.87489625508897e-07
525,525,   true,5051.3,5218.1,0,26,149,54,13.1,0.07476635514018691,0.08093525179856129,51.189318,-0.322279,12,129.6,133.65806451612914,-3.0,5047.549131612898,13.27574110686853,50,60,70,80,90,100,110,120,13.400000000000546,13.275741106868736,60.55443552840494,59.43659374751336,0.4000000000005457,0.21975461294914567
526,526,   true,5064.7,5230.5,0,155,148,53,13.2,0.07407407407407407,0.08035714285714285,51.189199,-0.322252,12,129.2,133.44516129032272,-3.7,5060.914448401426,13.365316788527329,50,60,70,80,90,100,110,120,13.399999999999636,13.365316788527707,60.55443552839672,60.241375186459024,-9.094947017729282e-13,0.08957568165897101
