,time,timer_time,moving,distance,gap_distance,watts,watts_calc,heartrate,cadence,velocity_smooth,pace,gap,lat,lng,temp,altitude,altitude_smooth,grade_smooth,distance_calc(m),gps_delta(m),weight_bike_rider_50,weight_bike_rider_60,weight_bike_rider_70,weight_bike_rider_80,weight_bike_rider_90,weight_bike_rider_100,weight_bike_rider_110,weight_bike_rider_120,speed_from_sensor(m/s),speed_from_gps(m/s),wind_resistance_sensor(N),wind_resistance_gps(N),accel_sensor(m2/s),accel_gps(m2/s)
30,30,30,   true,139.1,144.6,   210,178,109,72,5.3,0.1923076923076923,0.1669941060903733,51.214646,-0.32059499999999996,21,55.8,54.46623278248126,4.8,138.55225445190996,5.1763718127341845,50,60,70,80,90,100,110,120,5.199999999999989,5.176371812734175,9.118912545599962,9.036230294369842,-0.20000000000001705,-0.12956588578853712
31,31,31,   true,144.3,150.7,   217,41,109,71,5.3,0.19175455417066156,0.1652089407191448,51.214611,-0.32064699999999996,21,55.8,54.51053385775008,4.9,143.86872519652445,5.3164707446145005,50,60,70,80,90,100,110,120,5.200000000000017,5.316470744614492,9.118912545600061,9.531982144926893,2.842170943040401e-14,0.14009893188031697
32,32,32,   true,149.5,156.8,   233,345,111,70,5.3,0.19175455417066156,0.16377649325626206,51.214578,-0.32069899999999996,21,56.2,54.56726355741638,4.9,149.02462804164622,5.155902845121784,50,60,70,80,90,100,110,120,5.199999999999989,5.155902845121773,9.118912545599962,8.964907517349374,-2.842170943040401e-14,-0.16056789949271888
33,33,33,   true,154.5,162.9,   233,326,112,70,5.2,0.19193857965451053,0.1640926640926641,51.214546999999996,-0.320752,21,56.6,54.63777046985876,5.9,154.0753838511769,5.050755809530674,50,60,70,80,90,100,110,120,5.0,5.050755809530671,8.430947250000001,8.602983847246277,-0.19999999999998863,-0.10514703559110217
34,34,34,   true,159.7,169.0,   226,209,113,70,5.2,0.1923076923076923,0.1648884578079534,51.214517,-0.320808,21,56.8,54.715906670575606,4.9,159.2078677863305,5.132483935153596,50,60,70,80,90,100,110,120,5.199999999999989,5.132483935153601,9.118912545599962,8.883652474610471,0.19999999999998863,0.08172812562293075
35,35,35,   true,164.8,174.6,   223,184,114,69,5.1,0.1926782273603083,0.16634050880626225,51.214489,-0.320865,21,57.0,54.80151461102226,2.9,164.25329918445144,5.045431398120936,50,60,70,80,90,100,110,120,5.100000000000023,5.0454313981209395,8.77155751890008,8.584855201450527,-0.0999999999999659,-0.0870525370326618
36,36,36,   true,169.9,180.2,   179,192,115,72,5.1,0.19323671497584546,0.16781836130306022,51.214462,-0.320925,21,57.2,54.894417836828715,2.9,169.3990997548555,5.145800570404089,50,60,70,80,90,100,110,120,5.099999999999994,5.145800570404077,8.77155751889998,8.929810954991487,-2.842170943040401e-14,0.10036917228313769
37,37,37,   true,174.9,185.8,   238,30,116,76,5.1,0.1928640308582449,0.16898608349900593,51.214437,-0.320983,21,57.2,54.98823504112979,3.9,174.30301871321237,4.903918958356865,50,60,70,80,90,100,110,120,5.0,4.903918958356854,8.430947250000001,8.110038806501814,-0.09999999999999432,-0.24188161204722292
38,38,38,   true,180.1,191.7,   287,209,117,77,5.1,0.19342359767891684,0.17029328287606435,51.214411,-0.32104499999999997,21,57.4,55.087814283766534,3.9,179.4999198762454,5.196901163033034,50,60,70,80,90,100,110,120,5.199999999999989,5.196901163033033,9.118912545599962,9.108047313526805,0.19999999999998863,0.2929822046761785
39,39,39,   true,185.2,197.7,   220,335,117,78,5.1,0.1936108422071636,0.1712654614652712,51.214385,-0.321106,21,57.8,55.20101076470496,4.8,184.63908874678916,5.139168870543745,50,60,70,80,90,100,110,120,5.099999999999994,5.139168870543756,8.77155751889998,8.906809027422135,-0.09999999999999432,-0.057732292489276915
40,40,40,   true,190.6,203.8,   232,220,118,78,5.2,0.19342359767891684,0.17241379310344826,51.21436,-0.321171,21,58.0,55.320826432907715,3.8,189.95187548767035,5.31278674088119,50,60,70,80,90,100,110,120,5.400000000000006,5.312786740881194,9.833856872400021,9.518776508001723,0.30000000000001137,0.1736178703374378
41,41,41,   true,195.8,209.2,   234,178,118,78,5.2,0.19305019305019305,0.17341040462427745,51.214337,-0.321236,21,58.2,55.44760062645611,1.9,195.15175533261146,5.199879844941105,50,60,70,80,90,100,110,120,5.200000000000017,5.199879844941108,9.118912545600061,9.118491133748037,-0.19999999999998863,-0.1129068959400854
42,42,42,   true,200.9,214.8,   227,32,119,78,5.2,0.1928640308582449,0.17408123791102514,51.214316,-0.321301,21,58.2,55.5745955330775,2.9,200.24593932601007,5.0941839933986195,50,60,70,80,90,100,110,120,5.099999999999994,5.094183993398616,8.77155751889998,8.751562872782538,-0.10000000000002274,-0.10569585154249239
43,43,43,   true,206.0,220.6,   229,40,119,79,5.2,0.19212295869356386,0.1752677702044791,51.214294,-0.321366,21,58.2,55.70076040762948,3.9,205.39204417376135,5.146104847751264,50,60,70,80,90,100,110,120,5.099999999999994,5.146104847751275,8.77155751889998,8.930867047035875,0.0,0.05192085435265881
44,44,44,   true,211.1,226.6,   213,343,120,79,5.2,0.19175455417066156,0.17526777020447906,51.214273999999996,-0.321431,21,58.6,55.83965983836951,4.9,210.43623009626359,5.044185922502239,50,60,70,80,90,100,110,120,5.099999999999994,5.044185922502237,8.77155751889998,8.58061734454587,0.0,-0.10191892524903778
45,45,45,   true,216.2,232.8,   234,343,121,79,5.1,0.19083969465648853,0.17543859649122806,51.214254,-0.321497,21,59.0,55.991272741595324,5.8,215.54302869870457,5.106798602440985,50,60,70,80,90,100,110,120,5.099999999999994,5.106798602440989,8.77155751889998,8.79495911906079,0.0,0.06261267993875208
46,46,46,   true,221.2,238.4,   215,182,121,80,5.1,0.19011406844106465,0.1752677702044791,51.214234999999995,-0.321563,21,59.2,56.14869209643403,3.8,220.60239641690768,5.059367718203104,50,60,70,80,90,100,110,120,5.0,5.059367718203106,8.430947250000001,8.632346293908867,-0.09999999999999432,-0.04743088423788322
47,47,47,   true,226.7,244.2,   206,238,121,79,5.2,0.1896207584830339,0.1759530791788856,51.214215,-0.32163400000000003,21,59.4,56.31274739597322,1.9,226.02483081068374,5.422434393776053,50,60,70,80,90,100,110,120,5.5,5.422434393776058,10.2014461725,9.915736463213685,0.5,0.36306667557295214
48,48,48,   true,231.9,249.7,   195,18,122,80,5.2,0.18849206349206354,0.17629774730656214,51.214197,-0.321703,21,59.4,56.47651910813202,1.9,231.2310453232045,5.206214512520761,50,60,70,80,90,100,110,120,5.200000000000017,5.2062145125207735,9.118912545600061,9.140721568318046,-0.29999999999998295,-0.21621988125528446
49,49,49,   true,237.2,255.1,   182,51,122,80,5.2,0.187007874015748,0.1768172888015717,51.214180999999996,-0.321774,21,59.4,56.64157287157288,0.9,236.48674433636427,5.255699013159757,50,60,70,80,90,100,110,120,5.299999999999983,5.255699013159756,9.47301233009994,9.315310489507779,0.0999999999999659,0.049484500638982354
50,50,50,   true,242.5,260.6,   188,195,123,81,5.3,0.1857282502443793,0.1759530791788856,51.214165,-0.321847,21,59.6,56.813420378904254,1.9,241.87373439489357,5.38699005852932,50,60,70,80,90,100,110,120,5.300000000000011,5.386990058529307,9.473012330100042,9.786529544530916,2.842170943040401e-14,0.13129104536955083
51,51,51,   true,247.9,266.3,   165,53,123,82,5.3,0.18410852713178294,0.1752677702044791,51.214153,-0.32192,21,59.6,56.98632360471071,1.9,247.13062270482973,5.256888309936158,50,60,70,80,90,100,110,120,5.400000000000006,5.2568883099361585,9.833856872400021,9.319526835302472,0.09999999999999432,-0.13010174859314816
52,52,52,   true,253.2,271.7,   167,187,124,84,5.3,0.18234165067178498,0.174757281553398,51.214141999999995,-0.321994,21,59.8,57.1662519201229,0.9,252.42814104426503,5.297518339435301,50,60,70,80,90,100,110,120,5.299999999999983,5.2975183394353,9.47301233009994,9.464143161317597,-0.10000000000002274,0.040630029499141074
53,53,53,   true,258.6,277.3,   159,53,125,84,5.3,0.17964071856287422,0.1745877788554801,51.214133000000004,-0.322071,21,59.8,57.345284178187406,1.8,257.8840494618319,5.455908417566888,50,60,70,80,90,100,110,120,5.400000000000034,5.455908417566889,9.833856872400126,10.038538911277884,0.10000000000005116,0.158390078131589
54,54,54,   true,264.0,282.8,   147,45,124,85,5.4,0.17751479289940822,0.17441860465116282,51.214125,-0.322148,21,59.8,57.52408602150538,0.9,263.32066182459675,5.436612362764824,50,60,70,80,90,100,110,120,5.399999999999977,5.4366123627648335,9.833856872399918,9.967657348465032,-5.684341886080802e-14,-0.019296054802055096
55,55,55,   true,269.6,288.5,   139,216,124,87,5.4,0.1752677702044791,0.17324350336862368,51.21412,-0.322226,21,60.0,57.70688172043012,0.9,268.7820316203344,5.461369795737633,50,60,70,80,90,100,110,120,5.600000000000023,5.461369795737653,10.575780230400087,10.05864617580239,0.20000000000004547,0.024757432972819515
56,56,56,   true,275.1,294.0,   113,39,123,89,5.4,0.17357762777242047,0.17241379310344826,51.214118,-0.322305,21,60.0,57.88494623655915,0.0,274.28917457340066,5.507142953066261,50,60,70,80,90,100,110,120,5.5,5.50714295306625,10.2014461725,10.227960997601672,-0.10000000000002274,0.04577315732859688
57,57,57,   true,280.9,299.8,   101,76,123,91,5.5,0.17110266159695814,0.17094017094017092,51.214115,-0.322389,21,60.0,58.05591397849464,-0.9,280.1495965685649,5.86042199516426,50,60,70,80,90,100,110,120,5.7999999999999545,5.860421995164245,11.344682619599824,11.582282213032201,0.2999999999999545,0.353279042097995
58,58,58,   true,286.8,305.6,    91,0,123,93,5.6,0.1688555347091932,0.16949152542372878,51.214113,-0.322473,21,59.8,58.212903225806464,-0.8,286.0047420083042,5.855145439739306,50,60,70,80,90,100,110,120,5.900000000000034,5.855145439739317,11.739250950900136,11.56143489480113,0.10000000000007958,-0.005276555424927665
59,59,59,   true,292.9,311.5,    95,75,123,93,5.8,0.1678183613030602,0.16881827209533268,51.214114,-0.32256,21,59.8,58.36129032258064,-1.7,292.0656441278791,6.0609021195749175,50,60,70,80,90,100,110,120,6.099999999999966,6.060902119574905,12.548621886899861,12.38827690594671,0.1999999999999318,0.20575667983558787
60,60,60,   true,299.0,317.5,   107,60,123,94,5.9,0.1653696498054475,0.16748768472906406,51.214119000000004,-0.32264699999999996,21,59.8,58.49677419354839,-0.8,298.15097675632205,6.085332628442936,50,60,70,80,90,100,110,120,6.100000000000023,6.085332628442927,12.548621886900095,12.488348437574203,5.684341886080802e-14,0.024430508868022116
61,61,61,   true,305.1,323.6,    92,0,123,97,6.0,0.16283524904214552,0.16553067185978582,51.214126,-0.322733,21,59.6,58.619354838709675,-0.8,304.19156209801804,6.040585341695967,50,60,70,80,90,100,110,120,6.100000000000023,6.040585341695987,12.548621886900095,12.305362508103782,0.0,-0.04474728674694006
62,62,62,   true,311.3,329.7,   103,70,123,98,6.1,0.15920398009950248,0.16361886429258907,51.214133000000004,-0.322821,21,59.6,58.74193548387096,-0.8,310.3703188361092,6.1787567380911925,50,60,70,80,90,100,110,120,6.199999999999989,6.178756738091181,12.963424491599953,12.87474267202227,0.0999999999999659,0.13817139639519382
63,63,63,   true,317.6,336.0,    82,72,123,100,6.2,0.15717092337917493,0.16159695817490494,51.214141999999995,-0.32291,21,59.6,58.85161290322579,0.0,316.6497632091497,6.279444373040487,50,60,70,80,90,100,110,120,6.300000000000011,6.279444373040462,13.38497185410005,13.29776943158745,0.10000000000002274,0.10068763494928135
64,64,64,   true,323.9,342.3,    82,65,123,101,6.2,0.15488867376573096,0.15873015873015872,51.214154,-0.322998,21,59.6,58.948387096774184,-0.8,322.92284971022576,6.273086501076054,50,60,70,80,90,100,110,120,6.2999999999999545,6.2730865010760795,13.38497185409981,13.270855357758178,-5.684341886080802e-14,-0.006357871964382866
65,65,65,   true,330.4,348.6,    92,85,123,102,6.3,0.15325670498084287,0.15717092337917485,51.214171,-0.323087,21,59.6,59.03870967741935,-1.5,329.40383395164923,6.480984241423449,50,60,70,80,90,100,110,120,6.5,6.480984241423471,14.248300852500002,14.165055951520548,0.20000000000004547,0.2078977403473914
66,66,66,   true,337.1,355.0,    91,0,122,104,6.4,0.15194681861348527,0.1559454191033139,51.214189000000005,-0.323179,21,59.4,59.116129032258065,-2.2,336.1172771090969,6.713443157447648,50,60,70,80,90,100,110,120,6.7000000000000455,6.713443157447671,15.138608882100208,15.19941929072432,0.20000000000004547,0.23245891602419988
67,67,67,   true,343.8,361.3,   112,0,122,106,6.5,0.15137180700094602,0.1553398058252427,51.214207,-0.32327100000000003,21,59.2,59.18064516129032,-2.9,342.8307178748939,6.713440765796996,50,60,70,80,90,100,110,120,6.699999999999989,6.713440765796975,15.13860888209995,15.199408461200811,-5.684341886080802e-14,-2.3916506961541018e-06
68,68,68,   true,350.7,367.8,   128,0,122,103,6.6,0.15122873345935725,0.1550387596899225,51.214226000000004,-0.323365,21,59.0,59.23870967741935,-2.2,349.71058275153405,6.879864876640159,50,60,70,80,90,100,110,120,6.899999999999977,6.87986487664017,16.055895942899895,15.962326161030798,0.19999999999998863,0.1664241108431952
69,69,69,   true,357.6,374.4,   109,0,122,104,6.7,0.15108593012275734,0.15488867376573096,51.214246,-0.323459,21,58.8,59.283870967741926,-2.2,356.62540108336697,6.914818331832923,50,60,70,80,90,100,110,120,6.900000000000034,6.914818331832919,16.05589594290016,16.124932775450556,5.684341886080802e-14,0.03495345519274906
70,70,70,   true,364.5,381.2,    99,81,122,103,6.8,0.1508011310084826,0.15399422521655434,51.214267,-0.32355100000000003,21,58.8,59.31612903225804,-1.4,363.44572417259974,6.820323089232801,50,60,70,80,90,100,110,120,6.899999999999977,6.820323089232772,16.055895942899895,15.687229856219911,-5.684341886080802e-14,-0.09449524260014641
71,71,71,   true,371.4,388.0,   113,0,123,103,6.9,0.1506591337099812,0.15325670498084296,51.214286,-0.32364499999999996,21,58.6,59.33548387096772,-0.7,370.325580929208,6.879856756608247,50,60,70,80,90,100,110,120,6.899999999999977,6.8798567566082625,16.055895942899895,15.962288481650875,0.0,0.05953366737549004
72,72,72,   true,378.4,394.8,   111,91,123,103,6.9,0.15051740357478832,0.15209125475285173,51.2143,-0.323743,21,58.6,59.348387096774175,-1.4,377.32688996127337,7.0013090320653495,50,60,70,80,90,100,110,120,7.0,7.001309032065365,16.52465661,16.530837560842354,0.10000000000002274,0.12145227545710213
73,73,73,   true,385.3,401.6,   120,73,123,100,6.9,0.1506591337099811,0.1508011310084826,51.214312,-0.323839,21,58.6,59.361290322580615,-1.5,384.1454625081652,6.8185725468918585,50,60,70,80,90,100,110,120,6.900000000000034,6.818572546891858,16.05589594290016,15.679178145018515,-0.0999999999999659,-0.18273648517350694
74,74,74,   true,392.1,408.2,   159,0,122,98,6.9,0.1513718070009461,0.14953271028037382,51.214323,-0.323936,21,58.4,59.367741935483856,-1.5,391.0116762408911,6.86621373272587,50,60,70,80,90,100,110,120,6.800000000000011,6.866213732725896,15.593880033600053,15.899043573036208,-0.10000000000002274,0.047641185834038424
75,75,75,   true,398.6,414.5,   202,0,122,98,6.8,0.15209125475285173,0.14895729890764647,51.214334,-0.324027,21,58.2,59.3548387096774,-1.6,397.4670812979017,6.455405057010582,50,60,70,80,90,100,110,120,6.5,6.45540505701058,14.248300852500002,14.05346316228734,-0.30000000000001137,-0.410808675715316
76,76,76,   true,404.8,420.7,   218,39,122,97,6.7,0.15311004784688995,0.1482213438735178,51.214341999999995,-0.324115,21,58.2,59.3290322580645,-0.8,403.6608006356877,6.193719337786005,50,60,70,80,90,100,110,120,6.199999999999989,6.1937193377859785,12.963424491599953,12.93717363634444,-0.30000000000001137,-0.2616857192246016
77,77,77,   true,411.0,426.9,   214,62,122,96,6.5,0.15399422521655445,0.1474926253687315,51.214345,-0.324204,21,58.2,59.296774193548366,0.8,409.86892815698127,6.208127521293613,50,60,70,80,90,100,110,120,6.199999999999989,6.208127521293591,12.963424491599953,12.997434029225769,0.0,0.014408183507612193
78,78,78,   true,417.4,433.6,   201,83,121,94,6.4,0.1550387596899225,0.1476377952755905,51.214345,-0.324295,21,58.2,59.258064516129025,1.6,416.2073935815495,6.33846542456828,50,60,70,80,90,100,110,120,6.399999999999977,6.3384654245682555,13.813263974399904,13.548918010138236,0.19999999999998863,0.13033790327466477
79,79,79,   true,423.8,440.4,   238,219,120,94,6.3,0.15579357351509246,0.14836795252225518,51.214345,-0.324387,21,58.4,59.22580645161289,2.3,422.61551247232035,6.408118890770795,50,60,70,80,90,100,110,120,6.400000000000034,6.408118890770822,13.813263974400147,13.848332573089854,5.684341886080802e-14,0.06965346620256696
80,80,80,   true,430.2,447.5,   234,219,120,93,6.3,0.15670910871694413,0.1488095238095238,51.214343,-0.32447800000000004,21,58.6,59.19999999999998,3.1,428.9578781926614,6.34236572034104,50,60,70,80,90,100,110,120,6.399999999999977,6.342365720341036,13.813263974399904,13.565597456278883,-5.684341886080802e-14,-0.06575317042978668
81,81,81,   true,436.6,454.7,   239,219,120,92,6.4,0.15748031496062995,0.14940239043824705,51.21434,-0.324569,21,58.8,59.17419354838708,4.0,435.3051160841969,6.347237891535556,50,60,70,80,90,100,110,120,6.400000000000034,6.347237891535542,13.813263974400147,13.586447499487457,5.684341886080802e-14,0.004872171194506336
82,82,82,   true,442.8,462.0,   211,199,120,92,6.4,0.15825914935707225,0.14955134596211364,51.214335,-0.324658,21,59.0,59.15483870967741,4.8,441.5291570804761,6.224040996279182,50,60,70,80,90,100,110,120,6.199999999999989,6.2240409962792,12.963424491599953,13.064152837063194,-0.20000000000004547,-0.12319689525634203
83,83,83,   true,449.0,469.0,   208,366,120,92,6.3,0.15841584158415842,0.14940239043824705,51.214327000000004,-0.324745,21,59.4,59.14193548387097,4.0,447.6539541551396,6.124797074663505,50,60,70,80,90,100,110,120,6.199999999999989,6.1247970746634905,12.963424491599953,12.650851913042446,0.0,-0.0992439216157095
