,time,timer_time,moving,distance,gap_distance,watts,watts_calc,heartrate,cadence,velocity_smooth,pace,gap,lat,lng,temp,altitude,altitude_smooth,grade_smooth,distance_calc(m),gps_delta(m),weight_bike_rider_50,weight_bike_rider_60,weight_bike_rider_70,weight_bike_rider_80,weight_bike_rider_90,weight_bike_rider_100,weight_bike_rider_110,weight_bike_rider_120,speed_from_sensor(m/s),speed_from_gps(m/s),wind_resistance_sensor(N),wind_resistance_gps(N),accel_sensor(m2/s),accel_gps(m2/s)
0,0,0,  false,5.3,5.3,      ,0,138,74,0.0,0.132827324,0.13170272800000002,51.227383,-0.334993,     ,61.4,62.10666667,4.4,0.0,0.0,50,60,70,80,90,100,110,120,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,   true,7.5,7.5,243,275,138,74,0.0,0.132827324,0.13170272800000002,51.227266,-0.334988,     ,61.6,62.12229885,0.0,13.014464444151946,13.014464444151946,50,60,70,80,90,100,110,120,2.2,13.014464444151946,1.6322313876000005,57.12010089123158,2.2,13.014464444151946
2,2,2,   true,9.8,9.9,257,14,139,73,2.3,0.132827324,0.13170272800000002,51.227216999999996,-0.334976,     ,61.6,62.13391352,1.3,18.526719178409994,5.512254734258049,50,60,70,80,90,100,110,120,2.3000000000000007,5.512254734258049,1.7839884381000015,10.246957186345067,0.10000000000000053,-7.502209709893897
3,3,3,   true,12.0,12.1,305,0,139,80,2.2,0.132827324,0.13170272800000002,51.227169,-0.334965,     ,61.4,62.14302773,0.0,23.918758757220385,5.392039578810391,50,60,70,80,90,100,110,120,2.1999999999999993,5.39203957881039,1.6322313875999992,9.804885041622297,-0.10000000000000142,-0.12021515544765826
4,4,4,   true,20.8,20.9,286,96,139,79,3.9,0.132827324,0.13170272800000002,51.227084999999995,-0.334945,29,61.6,62.15596065,0.0,33.362388788741114,9.443630031520733,50,60,70,80,90,100,110,120,8.8,9.44363003152073,26.11570220160001,30.075599475273652,6.600000000000001,4.0515904527103395
5,5,5,   true,30.6,30.7,268,260,140,80,5.1,0.132827324,0.13170272800000002,51.227005,-0.334921,29,61.6,62.16863387,0.6,42.413608491053374,9.051219702312258,50,60,70,80,90,100,110,120,9.8,9.05121970231226,32.38832695560001,27.62807185742424,1.0,-0.3924103292084702
6,6,6,   true,39.0,39.1,258,39,140,79,6.3,0.132827324,0.13170272800000002,51.226925,-0.334895,29,61.6,62.18144808,0.0,51.491575355421936,9.077966864368564,50,60,70,80,90,100,110,120,8.399999999999999,9.077966864368562,23.795505518399995,27.791599957389195,-1.4000000000000021,0.026747162056302898
7,7,7,   true,47.4,47.5,269,129,140,80,7.5,0.132827324,0.13170272800000002,51.226836999999996,-0.334868,29,61.6,62.19463664,0.0,61.455717285102835,9.964141929680897,50,60,70,80,90,100,110,120,8.399999999999999,9.964141929680899,23.795505518399995,33.48236862140831,0.0,0.8861750653123366
8,8,8,   true,57.7,57.8,275,347,140,80,9.1,0.118929633,0.1179941,51.226757,-0.334835,29,61.6,62.20836388,0.0,70.64332500564913,9.1876077205463,50,60,70,80,90,100,110,120,10.300000000000004,9.187607720546296,35.77756775010003,28.46697050912255,1.9000000000000057,-0.7765342091346028
9,9,9,   true,66.0,66.2,265,0,141,78,9.0,0.11100832599999999,0.110091743,51.226684999999996,-0.334806,29,61.6,62.22276559,0.6,78.9001160708356,8.256791065186468,50,60,70,80,90,100,110,120,8.299999999999997,8.256791065186462,23.23231824209999,22.991057815209544,-2.000000000000007,-0.930816655359834
