,Unnamed: 0,time,distance,gap_distance,watts,watts_calc,heartrate,cadence,velocity_smooth,pace,gap,lat,lng,temp,altitude,altitude_smooth,grade_smooth,distance_calc(m),gps_delta(m),weight_bike_rider_50,weight_bike_rider_60,weight_bike_rider_70,weight_bike_rider_80,weight_bike_rider_90,weight_bike_rider_100,weight_bike_rider_110,weight_bike_rider_120,speed_from_sensor(m/s),speed_from_gps(m/s),wind_resistance_sensor(N),wind_resistance_gps(N),accel_sensor(m2/s),accel_gps(m2/s)
0,4.5,4.5,21.17,21.200000000000003,323.6,120.1,109.6,46.9,3.45,0.17873941674506114,0.17061611374407584,51.2304367,-0.33432399999999995,15.0,89.9,90.78974956523356,-0.5999999999999999,19.036971272515707,4.2336452592670675,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.22,4.2336452592670675,6.94844948556,6.993079793618802,0.5799999999999997,0.5788840203633591
1,9.5,9.5,50.12499999999999,51.83,308.15,170.55,118.65,57.1,4.839999999999999,0.16701062849815593,0.15909174080711466,51.230179299999996,-0.33437675,15.35,90.42999999999999,90.90305393596157,1.0850000000000002,48.05531769321429,5.330692486642433,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.3149999999999995,5.330692486642433,10.414074662145001,10.476019875691799,0.32999999999999974,0.3393053168831493
2,14.5,14.5,84.04333333333332,86.8,267.8,146.96666666666667,122.96666666666667,62.36666666666667,5.816666666666666,0.15124309290099613,0.14638065723910723,51.229875766666666,-0.33441506666666665,15.566666666666666,90.74666666666668,90.9860304608371,0.2766666666666667,82.01858366200915,6.338984177047383,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,6.33,6.338984177047383,14.896359664450001,14.93021172549591,0.3199999999999998,0.3204107793605393
3,19.5,19.5,124.6375,127.455,233.45,150.6,125.175,67.7,6.8125,0.13931951033353995,0.13591503402866073,51.2295124,-0.334462775,15.675,90.61500000000001,90.99645913826322,0.06250000000000007,122.62552567718424,7.186404593756666,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,7.18,7.186404593756666,19.16691547815,19.19012231703003,0.22749999999999915,0.23038505626174982
4,24.5,24.5,167.924,170.776,231.34,154.12,126.3,72.58,7.327999999999999,0.13281594905442107,0.12997802488866195,51.22913074000001,-0.33455517999999995,15.74,90.51199999999999,90.93899633042618,0.020000000000000052,165.91980392884713,7.633785639288274,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,7.626,7.633785639288274,21.30824118449401,21.344049163853004,0.18799999999999956,0.18848195692066497
5,29.5,29.5,211.95666666666662,215.22166666666666,221.33333333333334,175.81666666666666,127.21666666666667,72.81666666666666,7.59,0.1299188627579703,0.12671800104075656,51.2287447,-0.33461371666666656,15.65,90.56,90.84320397393851,0.36500000000000005,209.97411255560726,7.809110147523063,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,7.803333333333333,7.809110147523063,22.00702057510001,22.031988227173397,0.1383333333333326,0.13914628823802577
6,34.5,34.5,255.1557142857142,259.21142857142854,224.84285714285716,176.02857142857144,128.07142857142858,74.45714285714286,7.65,0.1292169231318631,0.12581612669000605,51.22836804285714,-0.33460709999999994,15.557142857142857,90.78285714285714,90.81767713895192,0.4771428571428572,253.1842210013615,7.814808436331585,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,7.8114285714285705,7.814808436331585,21.84549968473715,21.859646250490783,0.11285714285714253,0.11313399065435631
7,39.5,39.5,297.5599999999999,302.60125,219.475,179.2,128.95,75.675,7.709999999999998,0.12823403105746048,0.12481912112197006,51.228012487499996,-0.3345218749999999,15.4875,91.09749999999998,90.90579007722809,0.5462500000000001,295.5949942091609,7.87321962376709,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,7.869999999999999,7.87321962376709,22.0055311077525,22.01916518735739,0.10499999999999972,0.10484618384651725
8,44.5,44.5,339.9333333333333,345.9411111111111,216.37777777777777,186.17777777777778,129.3,76.75555555555556,7.795555555555553,0.126924654739137,0.123602954756558,51.22766743333334,-0.33437813333333327,15.433333333333334,91.43111111111111,91.09862343782282,0.6244444444444447,337.96674517301915,7.946746674196034,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,7.944444444444445,7.946746674196034,22.294946791406677,22.30372765007371,0.0988888888888899,0.09853369245573479
9,49.5,49.5,382.6630000000001,389.664,216.56,193.97,129.6,77.73,7.917999999999998,0.1254003139276243,0.12200603757618672,51.22732002,-0.33420802999999993,15.39,91.79399999999998,91.35301915855665,0.6950000000000003,380.6930901258588,8.062526855435767,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,8.061,8.062526855435767,22.866988435863,22.871265286292267,0.08899999999999977,0.08860934141594953
10,54.5,54.5,425.55181818181836,433.7681818181818,218.52727272727273,200.75454545454545,129.9090909090909,78.0,7.967272727272726,0.12497738787403459,0.12113550635623568,51.22696812727272,-0.3340341545454545,15.354545454545455,92.23454545454543,91.6555306133506,0.8445454545454546,423.57361921244575,8.080920728912089,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,8.08,8.080920728912089,22.886864010780013,22.88823164677098,0.07363636363636385,0.07324599061384603
11,59.5,59.5,467.89750000000015,477.81833333333344,224.21666666666667,211.8,130.325,78.05833333333334,7.955833333333329,0.12539711817536556,0.120758328256169,51.226616041666674,-0.3338779333333333,15.325,92.81333333333329,92.0243439224531,1.0625000000000002,465.91029538415603,8.054577813692376,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,8.054166666666667,8.054577813692376,22.67691554042752,22.675757310984036,0.06416666666666705,0.06410542602662778
12,64.5,64.5,509.38846153846174,521.3992307692309,232.48461538461538,217.41538461538462,130.8230769230769,78.11538461538461,7.893846153846151,0.12671474902994592,0.12109690508408578,51.22626767692307,-0.3337357769230769,15.3,93.4984615384615,92.48748371998154,1.2807692307692307,507.39321007944415,7.968505742541449,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,7.967692307692308,7.968505742541449,22.180291673556937,22.181527330624235,0.05153846153846189,0.05159020300338678
13,69.5,69.5,549.6700000000003,564.327142857143,236.31428571428572,225.0,131.53571428571428,77.80714285714286,7.784999999999996,0.1290411453850837,0.12214834597550152,51.22592768571428,-0.33359952857142855,15.278571428571428,94.31571428571425,93.06151138053585,1.5835714285714286,547.6661595372701,7.83119291420981,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,7.8307142857142855,7.83119291420981,21.491086750767874,21.49097367101454,0.03714285714285747,0.036657187786181565
14,74.5,74.5,588.640666666667,606.1919999999999,240.78666666666666,230.35333333333332,132.32,77.44,7.685333333333329,0.13053287129550115,0.12296060060325376,51.22559824,-0.33346540666666663,15.26,95.1973333333333,93.74751814871519,1.7273333333333334,586.6279290908324,7.756729755929094,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,7.755999999999999,7.756729755929094,21.074850082088012,21.076338708117728,0.049333333333332424,0.04992337210879669
15,79.5,79.5,627.1862500000003,647.7275,240.53125,228.81875,132.96875,77.2875,7.654999999999996,0.13105063159198518,0.12341333453417587,51.225273887499995,-0.33332096874999995,15.21875,96.11499999999997,94.52055632893662,1.7506249999999994,625.1672915375415,7.721512752823266,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,7.720625,7.721512752823266,20.848994841365638,20.851249307679748,0.04749999999999943,0.04768872302549028
16,84.5,84.5,665.5811764705885,688.8388235294117,235.88823529411764,222.57647058823528,133.42352941176472,77.52941176470588,7.659411764705878,0.1305522393752007,0.1234274770488476,51.22495588823532,-0.33315657647058816,15.147058823529411,96.95999999999997,95.3413964689802,1.6082352941176459,663.5613078629581,7.74630945949362,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,7.745882352941176,7.74630945949362,20.955764109370598,20.95489987062037,0.05588235294117647,0.05516865883190777
17,89.5,89.5,704.752777777778,730.2844444444445,226.9777777777778,215.28333333333333,133.60555555555555,77.55555555555556,7.761666666666661,0.12885634214595548,0.12246737383377171,51.224638716666696,-0.33296393333333324,15.083333333333334,97.63888888888884,96.13698196980745,1.3722222222222211,702.728070652851,7.860372337096581,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,7.859999999999999,7.860372337096581,21.60390888392001,21.602540978690172,0.06222222222222248,0.06214913326402893
18,94.5,94.5,745.7415789473683,772.7547368421053,217.01052631578946,204.51052631578946,133.4578947368421,76.27368421052631,7.981578947368414,0.12634628341014617,0.1207990115815929,51.22430589473688,-0.33276035789473674,15.026315789473685,97.95473684210522,96.81238699346785,1.0021052631578937,743.7087428588344,8.098989653166067,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,8.098947368421053,8.098989653166067,23.20242831542843,23.198595268347578,0.06894736842105215,0.06920788307860987
19,99.5,99.5,789.1315000000002,816.8260000000002,208.14,201.505,132.66,75.285,8.241999999999992,0.12378637175863887,0.11881407830628873,51.22394958000004,-0.33255515499999994,14.975,97.86099999999996,97.24376764379446,0.731999999999999,787.0882433082922,8.357160050838576,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,8.3575,8.357160050838576,25.01227668741452,25.005199556550732,0.0675,0.06737628393133718
20,104.5,104.5,834.7180952380955,862.7333333333336,201.55714285714285,201.22857142857143,131.65238095238095,73.14285714285714,8.476666666666656,0.12162515139546062,0.11707305136623743,51.223571009523845,-0.3323586904761904,14.928571428571429,97.61619047619047,97.38822724908228,0.5804761904761897,832.6648166365588,8.570316892484897,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,8.57047619047619,8.570316892484897,26.47497296708001,26.469463706633853,0.0566666666666671,0.05656067657163086
21,109.5,109.5,881.5759090909096,909.6486363636368,200.43636363636364,199.3,130.8,71.88636363636364,8.616818181818171,0.12008367243849352,0.1157810274645832,51.2231849045455,-0.33217026818181805,14.886363636363637,97.27181818181815,97.28503803394806,0.5068181818181811,879.5405601076172,8.705658631406779,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,8.700909090909091,8.705658631406779,27.278927658180017,27.311419447269703,0.05090909090909112,0.051047921916161115
